Fri, 28 Aug 1998 17:04:39 -0300 (ADT)
File: abs_xsx_H2OH2O_CFT98.txt

These data are (apparently) computed from the fourier smoothed 
data. These data were used to create the actual figures printed
in TGC98. I have never used these data.

    Wavenumber   log(absorption cross-section/10^{-20} cm^2) 
     (cm^{-1}) 
     3470.68  -0.837811
     3473.68  -0.813903
     3476.69  -0.789389
     3479.70  -0.764275
     3482.71  -0.738568
     3485.71  -0.712279
     3488.72  -0.685417
     3491.73  -0.657997
     3494.74  -0.630034
     3497.74  -0.601547
     3500.75  -0.572560
     3503.76  -0.543099
     3506.77  -0.513193
     3509.77  -0.482879
     3512.78  -0.452195
     3515.79  -0.421185
     3518.80  -0.389897
     3521.80  -0.358386
     3524.81  -0.326707
     3527.82  -0.294922
     3530.83  -0.263097
     3533.83  -0.231300
     3536.84  -0.199602
     3539.85  -0.168078
     3542.86  -0.136802
     3545.86  -0.105850
     3548.87   -7.52989E-02
     3551.88   -4.52227E-02
     3554.89   -1.56964E-02
     3557.89    1.32106E-02
     3560.90    4.14297E-02
     3563.91    6.88985E-02
     3566.92    9.55591E-02
     3569.92   0.121360
     3572.93   0.146256
     3575.94   0.170209
     3578.95   0.193191
     3581.95   0.215182
     3584.96   0.236167
     3587.97   0.256146
     3590.98   0.275126
     3593.98   0.293122
     3596.99   0.310159
     3600.00   0.326272
     3603.01   0.341503
     3606.01   0.355900
     3609.02   0.369523
     3612.03   0.382433
     3615.04   0.394698
     3618.05   0.406391
     3621.05   0.417587
     3624.06   0.428363
     3627.07   0.438795
     3630.08   0.448959
     3633.08   0.458931
     3636.09   0.468778
     3639.10   0.478568
     3642.11   0.488359
     3645.11   0.498204
     3648.12   0.508147
     3651.13   0.518222
     3654.14   0.528457
     3657.14   0.538864
     3660.15   0.549449
     3663.16   0.560205
     3666.17   0.571113
     3669.17   0.582146
     3672.18   0.593263
     3675.19   0.604414
     3678.20   0.615540
     3681.20   0.626574
     3684.21   0.637441
     3687.22   0.648057
     3690.23   0.658334
     3693.23   0.668183
     3696.24   0.677510
     3699.25   0.686220
     3702.26   0.694219
     3705.26   0.701414
     3708.27   0.707720
     3711.28   0.713053
     3714.29   0.717337
     3717.29   0.720504
     3720.30   0.722494
     3723.31   0.723260
     3726.32   0.722764
     3729.32   0.720981
     3732.33   0.717898
     3735.34   0.713514
     3738.35   0.707842
     3741.35   0.700909
     3744.36   0.692752
     3747.37   0.683423
     3750.38   0.672982
     3753.38   0.661503
     3756.39   0.649068
     3759.40   0.635767
     3762.41   0.621699
     3765.41   0.606967
     3768.42   0.591679
     3771.43   0.575945
     3774.44   0.559875
     3777.44   0.543582
     3780.45   0.527172
     3783.46   0.510750
     3786.47   0.494418
     3789.47   0.478264
     3792.48   0.462376
     3795.49   0.446828
     3798.50   0.431686
     3801.50   0.417004
     3804.51   0.402826
     3807.52   0.389183
     3810.53   0.376093
     3813.53   0.363566
     3816.54   0.351595
     3819.55   0.340163
     3822.56   0.329245
     3825.56   0.318803
     3828.57   0.308788
     3831.58   0.299147
     3834.59   0.289817
     3837.59   0.280731
     3840.60   0.271815
     3843.61   0.262995
     3846.62   0.254192
     3849.62   0.245330
     3852.63   0.236330
     3855.64   0.227120
     3858.65   0.217630
     3861.65   0.207792
     3864.66   0.197548
     3867.67   0.186845
     3870.68   0.175637
     3873.68   0.163888
     3876.69   0.151570
     3879.70   0.138662
     3882.71   0.125156
     3885.71   0.111050
     3888.72    9.63511E-02
     3891.73    8.10757E-02
     3894.74    6.52484E-02
     3897.74    4.88997E-02
     3900.75    3.20675E-02
     3903.76    1.47954E-02
     3906.77   -2.86989E-03
     3909.77   -2.08763E-02
     3912.78   -3.91710E-02
     3915.79   -5.76984E-02
     3918.80   -7.64041E-02
     3921.80   -9.52329E-02
     3924.81  -0.114133
     3927.82  -0.133055
     3930.83  -0.151952
     3933.83  -0.170785
     3936.84  -0.189515
     3939.85  -0.208115
     3942.86  -0.226559
     3945.86  -0.244829
     3948.87  -0.262915
     3951.88  -0.280813
     3954.89  -0.298523
     3957.89  -0.316054
     3960.90  -0.333421
     3963.91  -0.350642
     3966.92  -0.367740
     3969.92  -0.384744
     3972.93  -0.401685
     3975.94  -0.418594
     3978.95  -0.435506
     3981.95  -0.452456
     3984.96  -0.469478
     3987.97  -0.486605
     3990.98  -0.503867
     3993.98  -0.521292
     3996.99  -0.538904
     4000.00  -0.556723
     4003.01  -0.574763
     4006.01  -0.593033
     4009.02  -0.611536
     4012.03  -0.630270
     4015.04  -0.649227
     4018.05  -0.668392
     4021.05  -0.687743
     4024.06  -0.707255
     4027.07  -0.726897
     4030.08  -0.746632
     4033.08  -0.766419
     4036.09  -0.786214
     4039.10  -0.805969
     4042.11  -0.825635
     4045.11  -0.845162
     4048.12  -0.864496
     4051.13  -0.883586
     4054.14  -0.902383
     4057.14  -0.920835
     4060.15  -0.938897
     4063.16  -0.956524
     4066.17  -0.973676
     4069.17  -0.990315
     4072.18   -1.00641
     4075.19   -1.02193
     4078.20   -1.03686
     4081.20   -1.05118
     4084.21   -1.06487
     4087.22   -1.07793
     4090.23   -1.09036
     4093.23   -1.10214
     4096.24   -1.11331
     4099.25   -1.12385
     4102.26   -1.13379
     4105.26   -1.14313
     4108.27   -1.15191
     4111.28   -1.16013
     4114.29   -1.16782
     4117.29   -1.17500
     4120.30   -1.18169
     4123.31   -1.18791
     4126.32   -1.19368
     4129.32   -1.19903
     4132.33   -1.20395
     4135.34   -1.20848
     4138.35   -1.21262
     4141.35   -1.21639
     4144.36   -1.21979
     4147.37   -1.22283
     4150.38   -1.22551
     4153.38   -1.22783
     4156.39   -1.22979
     4159.40   -1.23139
     4162.41   -1.23264
     4165.41   -1.23351
     4168.42   -1.23402
     4171.43   -1.23416
     4174.44   -1.23392
     4177.44   -1.23331
     4180.45   -1.23233
     4183.46   -1.23097
     4186.47   -1.22925
     4189.47   -1.22718
     4192.48   -1.22476
     4195.49   -1.22201
     4198.50   -1.21895
     4201.50   -1.21561
     4204.51   -1.21200
     4207.52   -1.20817
     4210.53   -1.20415
     4213.53   -1.19997
     4216.54   -1.19567
     4219.55   -1.19130
     4222.56   -1.18690
     4225.56   -1.18252
     4228.57   -1.17821
     4231.58   -1.17401
     4234.59   -1.16997
     4237.59   -1.16615
     4240.60   -1.16257
     4243.61   -1.15930
     4246.62   -1.15636
     4249.62   -1.15380
     4252.63   -1.15165
     4255.64   -1.14994
     4258.65   -1.14869
     4261.65   -1.14793
     4264.66   -1.14766
     4267.67   -1.14789
     4270.68   -1.14864
     4273.68   -1.14989
     4276.69   -1.15163
     4279.70   -1.15387
     4282.71   -1.15657
     4285.71   -1.15971
     4288.72   -1.16327
     4291.73   -1.16722
     4294.74   -1.17153
     4297.74   -1.17615
     4300.75   -1.18106
     4303.76   -1.18621
     4306.77   -1.19156
     4309.77   -1.19708
     4312.78   -1.20273
     4315.79   -1.20846
     4318.80   -1.21426
     4321.80   -1.22007
     4324.81   -1.22589
     4327.82   -1.23167
     4330.83   -1.23740
     4333.83   -1.24306
     4336.84   -1.24863
     4339.85   -1.25412
     4342.86   -1.25950
     4345.86   -1.26479
     4348.87   -1.26999
     4351.88   -1.27511
     4354.89   -1.28016
     4357.89   -1.28515
     4360.90   -1.29010
     4363.91   -1.29505
     4366.92   -1.30000
     4369.92   -1.30500
     4372.93   -1.31006
     4375.94   -1.31522
     4378.95   -1.32051
     4381.96   -1.32595
     4384.96   -1.33158
     4387.97   -1.33742
     4390.98   -1.34350
     4393.98   -1.34986
     4396.99   -1.35651
     4400.00   -1.36347
     4403.01   -1.37077
     4406.02   -1.37842
     4409.02   -1.38643
     4412.03   -1.39483
     4415.04   -1.40362
     4418.04   -1.41280
     4421.05   -1.42238
     4424.06   -1.43236
     4427.07   -1.44274
     4430.08   -1.45351
     4433.08   -1.46467
     4436.09   -1.47622
     4439.10   -1.48814
     4442.10   -1.50041
     4445.11   -1.51304
     4448.12   -1.52599
     4451.13   -1.53926
     4454.14   -1.55282
     4457.14   -1.56666
     4460.15   -1.58076
     4463.16   -1.59508
     4466.17   -1.60962
     4469.17   -1.62434
     4472.18   -1.63922
     4475.19   -1.65423
     4478.20   -1.66933
     4481.20   -1.68451
     4484.21   -1.69972
     4487.22   -1.71494
     4490.23   -1.73012
     4493.23   -1.74523
     4496.24   -1.76022
     4499.25   -1.77506
     4502.26   -1.78971
     4505.26   -1.80411
     4508.27   -1.81823
     4511.28   -1.83201
     4514.29   -1.84541
     4517.29   -1.85838
     4520.30   -1.87087
     4523.31   -1.88283
     4526.32   -1.89422
     4529.32   -1.90498
     4532.33   -1.91508
     4535.34   -1.92447
     4538.35   -1.93310
     4541.35   -1.94095
     4544.36   -1.94798
     4547.37   -1.95417
     4550.38   -1.95947
     4553.38   -1.96389
     4556.39   -1.96740
     4559.40   -1.96999
     4562.41   -1.97167
     4565.41   -1.97243
     4568.42   -1.97230
     4571.43   -1.97129
     4574.44   -1.96941
     4577.44   -1.96671
     4580.45   -1.96322
     4583.46   -1.95898
     4586.47   -1.95405
     4589.47   -1.94846
     4592.48   -1.94228
     4595.49   -1.93558
     4598.50   -1.92841
     4601.50   -1.92084
     4604.51   -1.91293
     4607.52   -1.90477
     4610.53   -1.89640
     4613.53   -1.88791
     4616.54   -1.87935
     4619.55   -1.87079
     4622.56   -1.86229
     4625.56   -1.85390
     4628.57   -1.84568
     4631.58   -1.83767
     4634.59   -1.82991
     4637.59   -1.82244
     4640.60   -1.81528
     4643.61   -1.80846
     4646.62   -1.80199
     4649.62   -1.79590
     4652.63   -1.79017
     4655.64   -1.78482
     4658.65   -1.77983
     4661.65   -1.77521
     4664.66   -1.77092
     4667.67   -1.76697
     4670.68   -1.76333
     4673.68   -1.75997
     4676.69   -1.75689
     4679.70   -1.75405
     4682.71   -1.75144
     4685.71   -1.74904
     4688.72   -1.74684
     4691.73   -1.74481
     4694.74   -1.74295
     4697.74   -1.74125
     4700.75   -1.73972
     4703.76   -1.73835
     4706.77   -1.73716
     4709.77   -1.73615
     4712.78   -1.73536
     4715.79   -1.73479
     4718.80   -1.73448
     4721.80   -1.73447
     4724.81   -1.73479
     4727.82   -1.73549
     4730.83   -1.73660
     4733.83   -1.73818
     4736.84   -1.74026
     4739.85   -1.74291
     4742.86   -1.74616
     4745.86   -1.75006
     4748.87   -1.75466
     4751.88   -1.76000
     4754.89   -1.76611
     4757.89   -1.77302
     4760.90   -1.78077
     4763.91   -1.78938
     4766.92   -1.79884
     4769.92   -1.80918
     4772.93   -1.82040
     4775.94   -1.83247
     4778.95   -1.84540
     4781.96   -1.85914
     4784.96   -1.87368
     4787.97   -1.88896
     4790.98   -1.90496
     4793.98   -1.92160
     4796.99   -1.93885
     4800.00   -1.95662
     4803.01   -1.97486
     4806.02   -1.99350
     4809.02   -2.01246
     4812.03   -2.03167
     4815.04   -2.05106
     4818.04   -2.07055
     4821.05   -2.09007
     4824.06   -2.10955
     4827.07   -2.12892
     4830.08   -2.14813
     4833.08   -2.16712
     4836.09   -2.18584
     4839.10   -2.20423
     4842.10   -2.22228
     4845.11   -2.23993
     4848.12   -2.25717
     4851.13   -2.27399
     4854.14   -2.29037
     4857.14   -2.30630
     4860.15   -2.32180
     4863.16   -2.33687
     4866.17   -2.35153
     4869.17   -2.36580
     4872.18   -2.37970
     4875.19   -2.39326
     4878.20   -2.40652
     4881.20   -2.41950
     4884.21   -2.43225
     4887.22   -2.44480
     4890.23   -2.45718
     4893.23   -2.46943
     4896.24   -2.48159
     4899.25   -2.49368
     4902.26   -2.50573
     4905.26   -2.51777
     4908.27   -2.52981
     4911.28   -2.54188
     4914.29   -2.55398
     4917.29   -2.56613
     4920.30   -2.57833
     4923.31   -2.59058
     4926.32   -2.60287
     4929.32   -2.61519
     4932.33   -2.62754
     4935.34   -2.63989
     4938.35   -2.65223
     4941.35   -2.66454
     4944.36   -2.67679
     4947.37   -2.68896
     4950.38   -2.70103
     4953.38   -2.71298
     4956.39   -2.72477
     4959.40   -2.73640
     4962.41   -2.74783
     4965.41   -2.75904
     4968.42   -2.77002
     4971.43   -2.78075
     4974.44   -2.79123
     4977.44   -2.80143
     4980.45   -2.81135
     4983.46   -2.82099
     4986.47   -2.83033
     4989.47   -2.83939
     4992.48   -2.84817
     4995.49   -2.85665
     4998.50   -2.86486
     5001.50   -2.87278
     5004.51   -2.88044
     5007.52   -2.88783
     5010.53   -2.89495
     5013.53   -2.90181
     5016.54   -2.90841
     5019.55   -2.91475
     5022.56   -2.92083
     5025.56   -2.92664
     5028.57   -2.93217
     5031.58   -2.93741
     5034.59   -2.94235
     5037.59   -2.94697
     5040.60   -2.95125
     5043.61   -2.95517
     5046.62   -2.95869
     5049.62   -2.96179
     5052.63   -2.96444
     5055.64   -2.96660
     5058.65   -2.96824
     5061.65   -2.96933
     5064.66   -2.96983
     5067.67   -2.96969
     5070.68   -2.96890
     5073.68   -2.96741
     5076.69   -2.96520
     5079.70   -2.96224
     5082.71   -2.95849
     5085.71   -2.95395
     5088.72   -2.94858
     5091.73   -2.94239
     5094.74   -2.93535
     5097.74   -2.92746
     5100.75   -2.91873
     5103.76   -2.90916
     5106.77   -2.89875
     5109.77   -2.88752
     5112.78   -2.87550
     5115.79   -2.86269
     5118.80   -2.84913
     5121.80   -2.83484
     5124.81   -2.81987
     5127.82   -2.80422
     5130.83   -2.78795
     5133.83   -2.77109
     5136.84   -2.75367
     5139.85   -2.73573
     5142.86   -2.71729
     5145.86   -2.69840
     5148.87   -2.67909
     5151.88   -2.65937
     5154.89   -2.63929
     5157.89   -2.61885
     5160.90   -2.59809
     5163.91   -2.57702
     5166.92   -2.55566
     5169.92   -2.53401
     5172.93   -2.51209
     5175.94   -2.48991
     5178.95   -2.46747
     5181.96   -2.44478
     5184.96   -2.42184
     5187.97   -2.39866
     5190.98   -2.37525
     5193.98   -2.35161
     5196.99   -2.32775
     5200.00   -2.30368
     5203.01   -2.27943
     5206.02   -2.25500
     5209.02   -2.23043
     5212.03   -2.20575
     5215.04   -2.18099
     5218.04   -2.15619
     5221.05   -2.13141
     5224.06   -2.10669
     5227.07   -2.08210
     5230.08   -2.05771
     5233.08   -2.03358
     5236.09   -2.00980
     5239.10   -1.98645
     5242.10   -1.96361
     5245.11   -1.94138
     5248.12   -1.91985
     5251.13   -1.89912
     5254.14   -1.87928
     5257.14   -1.86042
     5260.15   -1.84264
     5263.16   -1.82604
     5266.17   -1.81068
     5269.17   -1.79667
     5272.18   -1.78406
     5275.19   -1.77293
     5278.20   -1.76334
     5281.20   -1.75533
     5284.21   -1.74894
     5287.22   -1.74420
     5290.23   -1.74113
     5293.23   -1.73972
     5296.24   -1.73998
     5299.25   -1.74187
     5302.26   -1.74536
     5305.26   -1.75042
     5308.27   -1.75697
     5311.28   -1.76496
     5314.29   -1.77430
     5317.29   -1.78492
     5320.30   -1.79670
     5323.31   -1.80955
     5326.32   -1.82335
     5329.32   -1.83800
     5332.33   -1.85338
     5335.34   -1.86936
     5338.35   -1.88583
     5341.35   -1.90267
     5344.36   -1.91976
     5347.37   -1.93699
     5350.38   -1.95425
     5353.38   -1.97145
     5356.39   -1.98849
     5359.40   -2.00529
     5362.41   -2.02177
     5365.41   -2.03786
     5368.42   -2.05353
     5371.43   -2.06871
     5374.44   -2.08340
     5377.44   -2.09755
     5380.45   -2.11118
     5383.46   -2.12428
     5386.47   -2.13687
     5389.47   -2.14897
     5392.48   -2.16062
     5395.49   -2.17187
     5398.50   -2.18277
     5401.50   -2.19337
     5404.51   -2.20375
     5407.52   -2.21397
     5410.53   -2.22410
     5413.53   -2.23421
     5416.54   -2.24440
     5419.55   -2.25471
     5422.56   -2.26525
     5425.56   -2.27605
     5428.57   -2.28721
     5431.58   -2.29877
     5434.59   -2.31079
     5437.59   -2.32331
     5440.60   -2.33638
     5443.61   -2.35002
     5446.62   -2.36426
     5449.62   -2.37911
     5452.63   -2.39457
     5455.64   -2.41064
     5458.65   -2.42729
     5461.65   -2.44450
     5464.66   -2.46225
     5467.67   -2.48047
     5470.68   -2.49913
     5473.68   -2.51817
     5476.69   -2.53752
     5479.70   -2.55710
     5482.71   -2.57685
     5485.71   -2.59669
     5488.72   -2.61653
     5491.73   -2.63628
     5494.74   -2.65587
     5497.74   -2.67521
     5500.75   -2.69420
     5503.76   -2.71278
     5506.77   -2.73085
     5509.77   -2.74835
     5512.78   -2.76520
     5515.79   -2.78132
     5518.80   -2.79668
     5521.80   -2.81119
     5524.81   -2.82483
     5527.82   -2.83755
     5530.83   -2.84930
     5533.83   -2.86008
     5536.84   -2.86985
     5539.85   -2.87861
     5542.86   -2.88635
     5545.86   -2.89308
     5548.87   -2.89881
     5551.88   -2.90356
     5554.89   -2.90735
     5557.89   -2.91022
     5560.90   -2.91220
     5563.91   -2.91332
     5566.92   -2.91365
     5569.92   -2.91322
     5572.93   -2.91210
     5575.94   -2.91033
     5578.95   -2.90798
     5581.96   -2.90510
     5584.96   -2.90175
     5587.97   -2.89800
     5590.98   -2.89390
     5593.98   -2.88950
     5596.99   -2.88487
     5600.00   -2.88005
     5603.01   -2.87510
     5606.02   -2.87006
     5609.02   -2.86497
     5612.03   -2.85987
     5615.04   -2.85480
     5618.04   -2.84979
     5621.05   -2.84485
     5624.06   -2.84000
     5627.07   -2.83527
     5630.08   -2.83065
     5633.08   -2.82614
     5636.09   -2.82176
     5639.10   -2.81749
     5642.10   -2.81331
     5645.11   -2.80922
     5648.12   -2.80519
     5651.13   -2.80121
     5654.14   -2.79723
     5657.14   -2.79325
     5660.15   -2.78922
     5663.16   -2.78511
     5666.17   -2.78089
     5669.17   -2.77653
     5672.18   -2.77200
     5675.19   -2.76726
     5678.20   -2.76228
     5681.20   -2.75704
     5684.21   -2.75152
     5687.22   -2.74567
     5690.23   -2.73950
     5693.23   -2.73299
     5696.24   -2.72612
     5699.25   -2.71889
     5702.26   -2.71130
     5705.26   -2.70336
     5708.27   -2.69508
     5711.28   -2.68646
     5714.29   -2.67754
     5717.29   -2.66834
     5720.30   -2.65889
     5723.31   -2.64923
     5726.32   -2.63940
     5729.32   -2.62943
     5732.33   -2.61939
     5735.34   -2.60931
     5738.35   -2.59926
     5741.35   -2.58928
     5744.36   -2.57943
     5747.37   -2.56977
     5750.38   -2.56036
     5753.38   -2.55123
     5756.39   -2.54245
     5759.40   -2.53407
     5762.41   -2.52613
     5765.41   -2.51867
     5768.42   -2.51172
     5771.43   -2.50533
     5774.44   -2.49952
     5777.44   -2.49430
     5780.45   -2.48970
     5783.46   -2.48571
     5786.47   -2.48234
     5789.47   -2.47958
     5792.48   -2.47742
     5795.49   -2.47585
     5798.50   -2.47483
     5801.50   -2.47433
     5804.51   -2.47432
     5807.52   -2.47475
     5810.53   -2.47559
     5813.53   -2.47677
     5816.54   -2.47825
     5819.55   -2.47996
     5822.56   -2.48186
     5825.56   -2.48389
     5828.57   -2.48598
     5831.58   -2.48808
     5834.59   -2.49014
     5837.59   -2.49210
     5840.60   -2.49391
     5843.61   -2.49553
     5846.62   -2.49691
     5849.62   -2.49802
     5852.63   -2.49882
     5855.64   -2.49930
     5858.65   -2.49942
     5861.65   -2.49918
     5864.66   -2.49857
     5867.67   -2.49758
     5870.68   -2.49623
     5873.68   -2.49452
     5876.69   -2.49247
     5879.70   -2.49010
     5882.71   -2.48744
     5885.71   -2.48451
     5888.72   -2.48137
     5891.73   -2.47803
     5894.74   -2.47454
     5897.74   -2.47095
     5900.75   -2.46729
     5903.76   -2.46360
     5906.77   -2.45994
     5909.77   -2.45634
     5912.78   -2.45284
     5915.79   -2.44948
     5918.80   -2.44629
     5921.80   -2.44330
     5924.81   -2.44053
     5927.82   -2.43802
     5930.83   -2.43577
     5933.83   -2.43379
     5936.84   -2.43210
     5939.85   -2.43070
     5942.86   -2.42958
     5945.86   -2.42873
     5948.87   -2.42815
     5951.88   -2.42781
     5954.89   -2.42769
     5957.89   -2.42778
     5960.90   -2.42803
     5963.91   -2.42843
     5966.92   -2.42894
     5969.92   -2.42952
     5972.93   -2.43014
     5975.94   -2.43077
     5978.95   -2.43136
     5981.95   -2.43190
     5984.96   -2.43234
     5987.97   -2.43265
     5990.98   -2.43281
     5993.98   -2.43279
     5996.99   -2.43257
     6000.00   -2.43213
     6003.01   -2.43146
     6006.02   -2.43054
     6009.02   -2.42936
     6012.03   -2.42793
     6015.04   -2.42625
     6018.04   -2.42431
     6021.05   -2.42213
     6024.06   -2.41972
     6027.07   -2.41709
     6030.08   -2.41426
     6033.08   -2.41126
     6036.09   -2.40809
     6039.10   -2.40478
     6042.10   -2.40137
     6045.11   -2.39787
     6048.12   -2.39430
     6051.13   -2.39070
     6054.14   -2.38709
     6057.14   -2.38348
     6060.15   -2.37991
     6063.16   -2.37639
     6066.17   -2.37294
     6069.17   -2.36958
     6072.18   -2.36631
     6075.19   -2.36316
     6078.20   -2.36013
     6081.20   -2.35722
     6084.21   -2.35444
     6087.22   -2.35180
     6090.23   -2.34928
     6093.23   -2.34689
     6096.24   -2.34462
     6099.25   -2.34247
     6102.26   -2.34041
     6105.26   -2.33846
     6108.27   -2.33659
     6111.28   -2.33480
     6114.29   -2.33307
     6117.29   -2.33139
     6120.30   -2.32976
     6123.31   -2.32816
     6126.32   -2.32658
     6129.32   -2.32503
     6132.33   -2.32348
     6135.34   -2.32194
     6138.35   -2.32041
     6141.35   -2.31888
     6144.36   -2.31736
     6147.37   -2.31585
     6150.38   -2.31435
     6153.38   -2.31287
     6156.39   -2.31142
     6159.40   -2.31001
     6162.41   -2.30865
     6165.41   -2.30736
     6168.42   -2.30614
     6171.43   -2.30501
     6174.44   -2.30399
     6177.44   -2.30308
     6180.45   -2.30231
     6183.46   -2.30169
     6186.47   -2.30123
     6189.47   -2.30094
     6192.48   -2.30084
     6195.49   -2.30092
     6198.50   -2.30121
     6201.50   -2.30170
     6204.51   -2.30240
     6207.52   -2.30331
     6210.53   -2.30443
     6213.53   -2.30575
     6216.54   -2.30727
     6219.55   -2.30899
     6222.56   -2.31088
     6225.56   -2.31294
     6228.57   -2.31515
     6231.58   -2.31750
     6234.59   -2.31996
     6237.59   -2.32253
     6240.60   -2.32517
     6243.61   -2.32786
     6246.62   -2.33059
     6249.62   -2.33332
     6252.63   -2.33604
     6255.64   -2.33872
     6258.65   -2.34133
     6261.65   -2.34385
     6264.66   -2.34626
     6267.67   -2.34854
     6270.68   -2.35067
     6273.68   -2.35262
     6276.69   -2.35438
     6279.70   -2.35593
     6282.71   -2.35726
     6285.71   -2.35835
     6288.72   -2.35920
     6291.73   -2.35978
     6294.74   -2.36011
     6297.74   -2.36016
     6300.75   -2.35994
     6303.76   -2.35945
     6306.77   -2.35868
     6309.77   -2.35763
     6312.78   -2.35631
     6315.79   -2.35473
     6318.80   -2.35289
     6321.80   -2.35079
     6324.81   -2.34845
     6327.82   -2.34587
     6330.83   -2.34307
     6333.83   -2.34005
     6336.84   -2.33683
     6339.85   -2.33342
     6342.86   -2.32982
     6345.86   -2.32606
     6348.87   -2.32215
     6351.88   -2.31809
     6354.89   -2.31391
     6357.89   -2.30961
     6360.90   -2.30521
     6363.91   -2.30072
     6366.92   -2.29615
     6369.92   -2.29152
     6372.93   -2.28684
     6375.94   -2.28211
     6378.95   -2.27736
     6381.95   -2.27259
     6384.96   -2.26781
     6387.97   -2.26304
     6390.98   -2.25828
     6393.98   -2.25355
     6396.99   -2.24886
     6400.00   -2.24421
     6403.01   -2.23962
     6406.02   -2.23509
     6409.02   -2.23063
     6412.03   -2.22626
     6415.04   -2.22198
     6418.04   -2.21780
     6421.05   -2.21372
     6424.06   -2.20975
     6427.07   -2.20590
     6430.08   -2.20218
     6433.08   -2.19858
     6436.09   -2.19511
     6439.10   -2.19178
     6442.10   -2.18859
     6445.11   -2.18553
     6448.12   -2.18262
     6451.13   -2.17984
     6454.14   -2.17720
     6457.14   -2.17470
     6460.15   -2.17232
     6463.16   -2.17008
     6466.17   -2.16795
     6469.17   -2.16594
     6472.18   -2.16404
     6475.19   -2.16223
     6478.20   -2.16052
     6481.20   -2.15889
     6484.21   -2.15732
     6487.22   -2.15582
     6490.23   -2.15436
     6493.23   -2.15293
     6496.24   -2.15152
     6499.25   -2.15012
     6502.26   -2.14872
     6505.26   -2.14729
     6508.27   -2.14583
     6511.28   -2.14433
     6514.29   -2.14277
     6517.29   -2.14114
     6520.30   -2.13943
     6523.31   -2.13763
     6526.32   -2.13572
     6529.32   -2.13370
     6532.33   -2.13156
     6535.34   -2.12929
     6538.35   -2.12689
     6541.35   -2.12434
     6544.36   -2.12165
     6547.37   -2.11881
     6550.38   -2.11582
     6553.38   -2.11268
     6556.39   -2.10939
     6559.40   -2.10595
     6562.41   -2.10236
     6565.41   -2.09863
     6568.42   -2.09476
     6571.43   -2.09076
     6574.44   -2.08664
     6577.44   -2.08239
     6580.45   -2.07803
     6583.46   -2.07358
     6586.47   -2.06903
     6589.47   -2.06439
     6592.48   -2.05969
     6595.49   -2.05492
     6598.50   -2.05011
     6601.50   -2.04525
     6604.51   -2.04037
     6607.52   -2.03547
     6610.53   -2.03057
     6613.53   -2.02566
     6616.54   -2.02078
     6619.55   -2.01591
     6622.56   -2.01108
     6625.56   -2.00630
     6628.57   -2.00156
     6631.58   -1.99688
     6634.59   -1.99226
     6637.59   -1.98772
     6640.60   -1.98325
     6643.61   -1.97887
     6646.62   -1.97456
     6649.62   -1.97035
     6652.63   -1.96622
     6655.64   -1.96218
     6658.65   -1.95823
     6661.65   -1.95437
     6664.66   -1.95060
     6667.67   -1.94691
     6670.68   -1.94330
     6673.68   -1.93976
     6676.69   -1.93630
     6679.70   -1.93290
     6682.71   -1.92957
     6685.71   -1.92628
     6688.72   -1.92303
     6691.73   -1.91982
     6694.74   -1.91664
     6697.74   -1.91348
     6700.75   -1.91032
     6703.76   -1.90716
     6706.77   -1.90399
     6709.77   -1.90079
     6712.78   -1.89757
     6715.79   -1.89430
     6718.80   -1.89099
     6721.80   -1.88761
     6724.81   -1.88416
     6727.82   -1.88064
     6730.83   -1.87704
     6733.83   -1.87334
     6736.84   -1.86955
     6739.85   -1.86565
     6742.86   -1.86165
     6745.86   -1.85754
     6748.87   -1.85332
     6751.88   -1.84899
     6754.89   -1.84455
     6757.89   -1.83999
     6760.90   -1.83533
     6763.91   -1.83057
     6766.92   -1.82571
     6769.92   -1.82075
     6772.93   -1.81572
     6775.94   -1.81060
     6778.95   -1.80543
     6781.95   -1.80020
     6784.96   -1.79493
     6787.97   -1.78963
     6790.98   -1.78432
     6793.98   -1.77900
     6796.99   -1.77370
     6800.00   -1.76843
     6803.01   -1.76320
     6806.02   -1.75803
     6809.02   -1.75293
     6812.03   -1.74792
     6815.04   -1.74302
     6818.04   -1.73823
     6821.05   -1.73357
     6824.06   -1.72906
     6827.07   -1.72469
     6830.08   -1.72049
     6833.08   -1.71646
     6836.09   -1.71261
     6839.10   -1.70894
     6842.10   -1.70546
     6845.11   -1.70217
     6848.12   -1.69906
     6851.13   -1.69614
     6854.14   -1.69339
     6857.14   -1.69082
     6860.15   -1.68842
     6863.16   -1.68617
     6866.17   -1.68406
     6869.17   -1.68207
     6872.18   -1.68020
     6875.19   -1.67842
     6878.20   -1.67671
     6881.20   -1.67504
     6884.21   -1.67340
     6887.22   -1.67176
     6890.23   -1.67010
     6893.23   -1.66838
     6896.24   -1.66658
     6899.25   -1.66468
     6902.26   -1.66263
     6905.26   -1.66042
     6908.27   -1.65801
     6911.28   -1.65538
     6914.29   -1.65249
     6917.29   -1.64933
     6920.30   -1.64586
     6923.31   -1.64206
     6926.32   -1.63790
     6929.32   -1.63336
     6932.33   -1.62843
     6935.34   -1.62308
     6938.35   -1.61729
     6941.35   -1.61106
     6944.36   -1.60436
     6947.37   -1.59719
     6950.38   -1.58954
     6953.38   -1.58140
