Fri, 28 Aug 1998 17:04:39 -0300 (ADT)
File: abs_xsx_H2OH2O_CFT98.txt

These data are (apparently) computed from the fourier smoothed 
data. These data were used to create the actual figures printed
in TGC98. I have never used these data.

    Wavenumber   log(absorption cross-section/10^{-20} cm^2) 
     (cm^{-1}) 
     6956.39   -1.57278
     6959.40   -1.56367
     6962.41   -1.55407
     6965.41   -1.54398
     6968.42   -1.53342
     6971.43   -1.52239
     6974.44   -1.51090
     6977.44   -1.49896
     6980.45   -1.48658
     6983.46   -1.47379
     6986.47   -1.46059
     6989.47   -1.44699
     6992.48   -1.43303
     6995.49   -1.41870
     6998.50   -1.40403
     7001.50   -1.38904
     7004.51   -1.37374
     7007.52   -1.35813
     7010.53   -1.34225
     7013.53   -1.32609
     7016.54   -1.30966
     7019.55   -1.29298
     7022.56   -1.27604
     7025.56   -1.25885
     7028.57   -1.24141
     7031.58   -1.22372
     7034.59   -1.20576
     7037.59   -1.18754
     7040.60   -1.16903
     7043.61   -1.15024
     7046.62   -1.13113
     7049.62   -1.11169
     7052.63   -1.09190
     7055.64   -1.07174
     7058.65   -1.05119
     7061.65   -1.03021
     7064.66   -1.00879
     7067.67  -0.986910
     7070.68  -0.964533
     7073.68  -0.941641
     7076.69  -0.918214
     7079.70  -0.894233
     7082.71  -0.869682
     7085.71  -0.844550
     7088.72  -0.818830
     7091.73  -0.792518
     7094.74  -0.765618
     7097.74  -0.738136
     7100.75  -0.710089
     7103.76  -0.681498
     7106.77  -0.652392
     7109.77  -0.622807
     7112.78  -0.592787
     7115.79  -0.562383
     7118.80  -0.531655
     7121.80  -0.500671
     7124.81  -0.469504
     7127.82  -0.438236
     7130.83  -0.406955
     7133.83  -0.375757
     7136.84  -0.344742
     7139.85  -0.314014
     7142.86  -0.283684
     7145.86  -0.253865
     7148.87  -0.224669
     7151.88  -0.196216
     7154.89  -0.168619
     7157.89  -0.141995
     7160.90  -0.116455
     7163.91   -9.21092E-02
     7166.92   -6.90624E-02
     7169.92   -4.74103E-02
     7172.93   -2.72454E-02
     7175.94   -8.64891E-03
     7178.95    8.30492E-03
     7181.95    2.35555E-02
     7184.96    3.70522E-02
     7187.97    4.87566E-02
     7190.98    5.86446E-02
     7193.98    6.67045E-02
     7196.99    7.29419E-02
     7200.00    7.73730E-02
     7203.01    8.00317E-02
     7206.02    8.09657E-02
     7209.02    8.02370E-02
     7212.03    7.79242E-02
     7215.04    7.41170E-02
     7218.04    6.89194E-02
     7221.05    6.24486E-02
     7224.06    5.48301E-02
     7227.07    4.62044E-02
     7230.08    3.67167E-02
     7233.08    2.65227E-02
     7236.09    1.57828E-02
     7239.10    4.66095E-03
     7242.10   -6.67168E-03
     7245.11   -1.80496E-02
     7248.12   -2.93002E-02
     7251.13   -4.02590E-02
     7254.14   -5.07624E-02
     7257.14   -6.06540E-02
     7260.15   -6.97837E-02
     7263.16   -7.80092E-02
     7266.17   -8.52005E-02
     7269.17   -9.12379E-02
     7272.18   -9.60150E-02
     7275.19   -9.94388E-02
     7278.20   -1.01429E-01
     7281.20   -1.01925E-01
     7284.21   -1.00879E-01
     7287.22   -9.82586E-02
     7290.23   -9.40511E-02
     7293.23   -8.82577E-02
     7296.24   -8.08959E-02
     7299.25   -7.19987E-02
     7302.26   -6.16152E-02
     7305.26   -4.98079E-02
     7308.27   -3.66521E-02
     7311.28   -2.22369E-02
     7314.29   -6.66020E-03
     7317.29    9.96794E-03
     7320.30    2.75316E-02
     7323.31    4.59060E-02
     7326.32    6.49641E-02
     7329.32    8.45720E-02
     7332.33    1.04597E-01
     7335.34   0.124902
     7338.35   0.145355
     7341.35   0.165826
     7344.36   0.186187
     7347.37   0.206317
     7350.38   0.226102
     7353.38   0.245433
     7356.39   0.264214
     7359.40   0.282354
     7362.41   0.299776
     7365.41   0.316411
     7368.42   0.332202
     7371.43   0.347103
     7374.44   0.361078
     7377.44   0.374104
     7380.45   0.386167
     7383.46   0.397264
     7386.47   0.407400
     7389.47   0.416590
     7392.48   0.424858
     7395.49   0.432233
     7398.50   0.438752
     7401.50   0.444455
     7404.51   0.449388
     7407.52   0.453600
     7410.53   0.457141
     7413.53   0.460061
     7416.54   0.462412
     7419.55   0.464244
     7422.56   0.465605
     7425.56   0.466539
     7428.57   0.467089
     7431.58   0.467294
     7434.59   0.467184
     7437.59   0.466788
     7440.60   0.466132
     7443.61   0.465231
     7446.62   0.464098
     7449.62   0.462739
     7452.63   0.461158
     7455.64   0.459353
     7458.65   0.457315
     7461.65   0.455034
     7464.66   0.452496
     7467.67   0.449684
     7470.68   0.446580
     7473.68   0.443164
     7476.69   0.439414
     7479.70   0.435311
     7482.71   0.430835
     7485.71   0.425967
     7488.72   0.420692
     7491.73   0.414994
     7494.74   0.408865
     7497.74   0.402296
     7500.75   0.395285
     7503.76   0.387831
     7506.77   0.379941
     7509.77   0.371624
     7512.78   0.362893
     7515.79   0.353765
     7518.80   0.344264
     7521.80   0.334413
     7524.81   0.324243
     7527.82   0.313785
     7530.83   0.303071
     7533.83   0.292138
     7536.84   0.281022
     7539.85   0.269760
     7542.86   0.258390
     7545.86   0.246947
     7548.87   0.235466
     7551.88   0.223979
     7554.89   0.212518
     7557.89   0.201108
     7560.90   0.189773
     7563.91   0.178531
     7566.92   0.167399
     7569.92   0.156386
     7572.93   0.145498
     7575.94   0.134735
     7578.95   0.124094
     7581.95   0.113565
     7584.96    1.03135E-01
     7587.97    9.27868E-02
     7590.98    8.24984E-02
     7593.98    7.22444E-02
     7596.99    6.19980E-02
     7600.00    5.17268E-02
     7603.01    4.14003E-02
     7606.02    3.09837E-02
     7609.02    2.04436E-02
     7612.03    9.74514E-03
     7615.04   -1.14451E-03
     7618.04   -1.22578E-02
     7621.05   -2.36257E-02
     7624.06   -3.52750E-02
     7627.07   -4.72308E-02
     7630.08   -5.95143E-02
     7633.08   -7.21434E-02
     7636.09   -8.51297E-02
     7639.10   -9.84832E-02
     7642.10  -0.112208
     7645.11  -0.126303
     7648.12  -0.140763
     7651.13  -0.155579
     7654.14  -0.170736
     7657.14  -0.186214
     7660.15  -0.201993
     7663.16  -0.218047
     7666.17  -0.234346
     7669.17  -0.250860
     7672.18  -0.267554
     7675.19  -0.284394
     7678.20  -0.301346
     7681.20  -0.318375
     7684.21  -0.335445
     7687.22  -0.352523
     7690.23  -0.369576
     7693.23  -0.386574
     7696.24  -0.403491
     7699.25  -0.420301
     7702.26  -0.436986
     7705.26  -0.453528
     7708.27  -0.469913
     7711.28  -0.486136
     7714.29  -0.502190
     7717.29  -0.518075
     7720.30  -0.533798
     7723.31  -0.549364
     7726.32  -0.564788
     7729.32  -0.580084
     7732.33  -0.595271
     7735.34  -0.610370
     7738.35  -0.625406
     7741.35  -0.640401
     7744.36  -0.655384
     7747.37  -0.670380
     7750.38  -0.685414
     7753.38  -0.700513
     7756.39  -0.715700
     7759.40  -0.730996
     7762.41  -0.746422
     7765.41  -0.761992
     7768.42  -0.777718
     7771.43  -0.793611
     7774.44  -0.809672
     7777.44  -0.825901
     7780.45  -0.842293
     7783.46  -0.858838
     7786.47  -0.875518
     7789.47  -0.892313
     7792.48  -0.909199
     7795.49  -0.926144
     7798.50  -0.943113
     7801.50  -0.960069
     7804.51  -0.976969
     7807.52  -0.993766
     7810.53   -1.01041
     7813.53   -1.02686
     7816.54   -1.04306
     7819.55   -1.05895
     7822.56   -1.07449
     7825.56   -1.08962
     7828.57   -1.10429
     7831.58   -1.11846
     7834.59   -1.13207
     7837.59   -1.14509
     7840.60   -1.15749
     7843.61   -1.16921
     7846.62   -1.18024
     7849.62   -1.19056
     7852.63   -1.20014
     7855.64   -1.20897
     7858.65   -1.21706
     7861.65   -1.22439
     7864.66   -1.23098
     7867.67   -1.23683
     7870.68   -1.24198
     7873.68   -1.24644
     7876.69   -1.25025
     7879.70   -1.25345
     7882.71   -1.25607
     7885.71   -1.25817
     7888.72   -1.25979
     7891.73   -1.26099
     7894.74   -1.26183
     7897.74   -1.26236
     7900.75   -1.26266
     7903.76   -1.26277
     7906.77   -1.26277
     7909.77   -1.26272
     7912.78   -1.26267
     7915.79   -1.26268
     7918.80   -1.26282
     7921.80   -1.26314
     7924.81   -1.26369
     7927.82   -1.26451
     7930.83   -1.26565
     7933.83   -1.26714
     7936.84   -1.26902
     7939.85   -1.27131
     7942.86   -1.27403
     7945.86   -1.27721
     7948.87   -1.28084
     7951.88   -1.28494
     7954.89   -1.28950
     7957.89   -1.29451
     7960.90   -1.29996
     7963.91   -1.30584
     7966.92   -1.31211
     7969.92   -1.31876
     7972.93   -1.32575
     7975.94   -1.33305
     7978.95   -1.34062
     7981.95   -1.34842
     7984.96   -1.35640
     7987.97   -1.36454
     7990.98   -1.37277
     7993.98   -1.38107
     7996.99   -1.38938
     8000.00   -1.39767
     8003.01   -1.40589
     8006.02   -1.41400
     8009.02   -1.42198
     8012.03   -1.42978
     8015.04   -1.43738
     8018.04   -1.44475
     8021.05   -1.45187
     8024.06   -1.45872
     8027.07   -1.46529
     8030.08   -1.47158
     8033.08   -1.47757
     8036.09   -1.48327
     8039.10   -1.48869
     8042.10   -1.49384
     8045.11   -1.49873
     8048.12   -1.50337
     8051.13   -1.50780
     8054.14   -1.51204
     8057.14   -1.51612
     8060.15   -1.52006
     8063.16   -1.52391
     8066.17   -1.52770
     8069.17   -1.53147
     8072.18   -1.53526
     8075.19   -1.53910
     8078.20   -1.54303
     8081.20   -1.54710
     8084.21   -1.55134
     8087.22   -1.55579
     8090.23   -1.56048
     8093.23   -1.56544
     8096.24   -1.57071
     8099.25   -1.57632
     8102.26   -1.58228
     8105.26   -1.58862
     8108.27   -1.59536
     8111.28   -1.60252
     8114.29   -1.61012
     8117.29   -1.61815
     8120.30   -1.62663
     8123.31   -1.63558
     8126.32   -1.64498
     8129.32   -1.65484
     8132.33   -1.66517
     8135.34   -1.67596
     8138.35   -1.68720
     8141.35   -1.69891
     8144.36   -1.71106
     8147.37   -1.72367
     8150.38   -1.73672
     8153.38   -1.75022
     8156.39   -1.76416
     8159.40   -1.77855
     8162.41   -1.79339
     8165.41   -1.80868
     8168.42   -1.82443
     8171.43   -1.84065
     8174.44   -1.85734
     8177.44   -1.87451
     8180.45   -1.89219
     8183.46   -1.91038
     8186.47   -1.92910
     8189.47   -1.94837
     8192.48   -1.96820
     8195.49   -1.98862
     8198.50   -2.00962
     8201.50   -2.03124
     8204.51   -2.05348
     8207.52   -2.07635
     8210.53   -2.09987
     8213.53   -2.12403
     8216.54   -2.14883
     8219.55   -2.17428
     8222.56   -2.20035
     8225.56   -2.22703
     8228.57   -2.25431
     8231.58   -2.28214
     8234.59   -2.31050
     8237.59   -2.33934
     8240.60   -2.36861
     8243.61   -2.39825
     8246.62   -2.42819
     8249.62   -2.45836
     8252.63   -2.48869
     8255.64   -2.51908
     8258.65   -2.54945
     8261.65   -2.57970
     8264.66   -2.60973
     8267.67   -2.63944
     8270.68   -2.66871
     8273.68   -2.69745
     8276.69   -2.72554
     8279.70   -2.75288
     8282.71   -2.77936
     8285.71   -2.80488
     8288.72   -2.82935
     8291.73   -2.85267
     8294.74   -2.87475
     8297.74   -2.89553
     8300.75   -2.91493
     8303.76   -2.93290
     8306.77   -2.94939
     8309.77   -2.96435
     8312.78   -2.97778
     8315.79   -2.98965
     8318.80   -2.99998
     8321.80   -3.00876
     8324.81   -3.01604
     8327.82   -3.02185
     8330.83   -3.02625
     8333.83   -3.02930
     8336.84   -3.03108
     8339.85   -3.03168
     8342.86   -3.03119
     8345.86   -3.02972
     8348.87   -3.02739
     8351.88   -3.02432
     8354.89   -3.02063
     8357.89   -3.01646
     8360.90   -3.01192
     8363.91   -3.00717
     8366.92   -3.00232
     8369.92   -2.99751
     8372.93   -2.99286
     8375.94   -2.98849
     8378.95   -2.98452
     8381.96   -2.98104
     8384.96   -2.97816
     8387.97   -2.97597
     8390.98   -2.97453
     8393.99   -2.97391
     8396.99   -2.97416
     8400.00   -2.97532
     8403.01   -2.97741
     8406.01   -2.98046
     8409.02   -2.98444
     8412.03   -2.98936
     8415.04   -2.99518
     8418.04   -3.00187
     8421.05   -3.00938
     8424.06   -3.01765
     8427.07   -3.02660
     8430.08   -3.03617
     8433.08   -3.04627
     8436.09   -3.05681
     8439.10   -3.06770
     8442.11   -3.07884
     8445.11   -3.09012
     8448.12   -3.10147
     8451.13   -3.11276
     8454.14   -3.12392
     8457.14   -3.13485
     8460.15   -3.14546
     8463.16   -3.15566
     8466.17   -3.16539
     8469.17   -3.17458
     8472.18   -3.18316
     8475.19   -3.19109
     8478.20   -3.19832
     8481.20   -3.20482
     8484.21   -3.21056
     8487.22   -3.21554
     8490.23   -3.21975
     8493.23   -3.22319
     8496.24   -3.22588
     8499.25   -3.22783
     8502.26   -3.22907
     8505.26   -3.22964
     8508.27   -3.22958
     8511.28   -3.22893
     8514.29   -3.22774
     8517.29   -3.22607
     8520.30   -3.22396
     8523.31   -3.22148
     8526.32   -3.21867
     8529.32   -3.21559
     8532.33   -3.21230
     8535.34   -3.20884
     8538.35   -3.20526
     8541.35   -3.20161
     8544.36   -3.19792
     8547.37   -3.19422
     8550.38   -3.19056
     8553.38   -3.18694
     8556.39   -3.18339
     8559.40   -3.17993
     8562.41   -3.17655
     8565.41   -3.17326
     8568.42   -3.17006
     8571.43   -3.16695
     8574.44   -3.16390
     8577.44   -3.16090
     8580.45   -3.15794
     8583.46   -3.15500
     8586.47   -3.15206
     8589.47   -3.14909
     8592.48   -3.14607
     8595.49   -3.14298
     8598.50   -3.13980
     8601.50   -3.13650
     8604.51   -3.13309
     8607.52   -3.12953
     8610.53   -3.12583
     8613.53   -3.12197
     8616.54   -3.11796
     8619.55   -3.11380
     8622.56   -3.10949
     8625.56   -3.10506
     8628.57   -3.10052
     8631.58   -3.09589
     8634.59   -3.09120
     8637.59   -3.08649
     8640.60   -3.08179
     8643.61   -3.07713
     8646.62   -3.07256
     8649.62   -3.06814
     8652.63   -3.06389
     8655.64   -3.05988
     8658.65   -3.05615
     8661.65   -3.05275
     8664.66   -3.04972
     8667.67   -3.04711
     8670.68   -3.04497
     8673.68   -3.04333
     8676.69   -3.04223
     8679.70   -3.04170
     8682.71   -3.04176
     8685.71   -3.04245
     8688.72   -3.04376
     8691.73   -3.04572
     8694.74   -3.04831
     8697.74   -3.05155
     8700.75   -3.05540
     8703.76   -3.05986
     8706.77   -3.06491
     8709.77   -3.07049
     8712.78   -3.07658
     8715.79   -3.08313
     8718.80   -3.09009
     8721.80   -3.09740
     8724.81   -3.10499
     8727.82   -3.11281
     8730.83   -3.12077
     8733.83   -3.12881
     8736.84   -3.13684
     8739.85   -3.14479
     8742.86   -3.15258
     8745.86   -3.16013
     8748.87   -3.16736
     8751.88   -3.17419
     8754.89   -3.18054
     8757.89   -3.18634
     8760.90   -3.19151
     8763.91   -3.19599
     8766.92   -3.19970
     8769.92   -3.20260
     8772.93   -3.20462
     8775.94   -3.20572
     8778.95   -3.20585
     8781.96   -3.20497
     8784.96   -3.20304
     8787.97   -3.20005
     8790.98   -3.19596
     8793.99   -3.19077
     8796.99   -3.18446
     8800.00   -3.17704
     8803.01   -3.16850
     8806.01   -3.15885
     8809.02   -3.14811
     8812.03   -3.13629
     8815.04   -3.12341
     8818.04   -3.10951
     8821.05   -3.09461
     8824.06   -3.07875
     8827.07   -3.06196
     8830.08   -3.04429
     8833.08   -3.02578
     8836.09   -3.00647
     8839.10   -2.98640
     8842.11   -2.96564
     8845.11   -2.94421
     8848.12   -2.92218
     8851.13   -2.89960
     8854.13   -2.87650
     8857.14   -2.85295
     8860.15   -2.82899
     8863.16   -2.80467
     8866.17   -2.78003
     8869.17   -2.75514
     8872.18   -2.73002
     8875.19   -2.70474
     8878.20   -2.67933
     8881.20   -2.65383
     8884.21   -2.62830
     8887.22   -2.60278
     8890.23   -2.57729
     8893.23   -2.55190
     8896.24   -2.52663
     8899.25   -2.50153
     8902.26   -2.47663
     8905.26   -2.45197
     8908.27   -2.42760
     8911.28   -2.40354
     8914.29   -2.37983
     8917.29   -2.35652
     8920.30   -2.33363
     8923.31   -2.31120
     8926.32   -2.28926
     8929.32   -2.26786
     8932.33   -2.24702
     8935.34   -2.22677
     8938.35   -2.20715
     8941.35   -2.18820
     8944.36   -2.16993
     8947.37   -2.15238
     8950.38   -2.13558
     8953.38   -2.11955
     8956.39   -2.10433
     8959.40   -2.08992
     8962.41   -2.07637
     8965.41   -2.06368
     8968.42   -2.05187
     8971.43   -2.04097
     8974.44   -2.03097
     8977.44   -2.02191
     8980.45   -2.01378
     8983.46   -2.00658
     8986.47   -2.00033
     8989.47   -1.99503
     8992.48   -1.99066
     8995.49   -1.98724
     8998.50   -1.98474
     9001.50   -1.98315
     9004.51   -1.98247
     9007.52   -1.98268
     9010.53   -1.98375
     9013.53   -1.98567
     9016.54   -1.98841
     9019.55   -1.99194
     9022.56   -1.99625
     9025.56   -2.00129
     9028.57   -2.00703
     9031.58   -2.01345
     9034.59   -2.02050
     9037.59   -2.02815
     9040.60   -2.03636
     9043.61   -2.04510
     9046.62   -2.05433
     9049.62   -2.06401
     9052.63   -2.07410
     9055.64   -2.08456
     9058.65   -2.09536
     9061.65   -2.10646
     9064.66   -2.11783
     9067.67   -2.12943
     9070.68   -2.14122
     9073.68   -2.15319
     9076.69   -2.16528
     9079.70   -2.17749
     9082.71   -2.18978
     9085.71   -2.20212
     9088.72   -2.21449
     9091.73   -2.22688
     9094.74   -2.23926
     9097.74   -2.25161
     9100.75   -2.26392
     9103.76   -2.27618
     9106.77   -2.28837
     9109.77   -2.30049
     9112.78   -2.31252
     9115.79   -2.32446
     9118.80   -2.33630
     9121.80   -2.34805
     9124.81   -2.35969
     9127.82   -2.37123
     9130.83   -2.38267
     9133.83   -2.39400
     9136.84   -2.40524
     9139.85   -2.41638
     9142.86   -2.42744
     9145.86   -2.43840
     9148.87   -2.44929
     9151.88   -2.46010
     9154.89   -2.47085
     9157.89   -2.48153
     9160.90   -2.49217
     9163.91   -2.50276
     9166.92   -2.51331
     9169.92   -2.52384
     9172.93   -2.53435
     9175.94   -2.54485
     9178.95   -2.55536
     9181.96   -2.56587
     9184.96   -2.57641
     9187.97   -2.58697
     9190.98   -2.59758
     9193.99   -2.60823
     9196.99   -2.61895
     9200.00   -2.62973
     9203.01   -2.64058
     9206.01   -2.65152
     9209.02   -2.66255
     9212.03   -2.67368
     9215.04   -2.68492
     9218.04   -2.69627
     9221.05   -2.70773
     9224.06   -2.71930
     9227.07   -2.73100
     9230.08   -2.74282
     9233.08   -2.75475
     9236.09   -2.76680
     9239.10   -2.77895
     9242.11   -2.79121
     9245.11   -2.80357
     9248.12   -2.81600
     9251.13   -2.82850
     9254.13   -2.84106
     9257.14   -2.85364
     9260.15   -2.86625
     9263.16   -2.87884
     9266.17   -2.89141
     9269.17   -2.90391
     9272.18   -2.91633
     9275.19   -2.92864
     9278.20   -2.94080
     9281.20   -2.95278
     9284.21   -2.96456
     9287.22   -2.97609
     9290.23   -2.98735
     9293.23   -2.99830
     9296.24   -3.00892
     9299.25   -3.01917
     9302.26   -3.02902
     9305.26   -3.03846
     9308.27   -3.04746
     9311.28   -3.05600
     9314.29   -3.06406
     9317.29   -3.07162
     9320.30   -3.07869
     9323.31   -3.08526
     9326.32   -3.09133
     9329.32   -3.09691
     9332.33   -3.10200
     9335.34   -3.10662
     9338.35   -3.11080
     9341.35   -3.11455
     9344.36   -3.11792
     9347.37   -3.12093
     9350.38   -3.12362
     9353.38   -3.12605
     9356.39   -3.12824
     9359.40   -3.13026
     9362.41   -3.13214
     9365.41   -3.13395
     9368.42   -3.13574
     9371.43   -3.13755
     9374.44   -3.13944
     9377.44   -3.14145
     9380.45   -3.14364
     9383.46   -3.14603
     9386.47   -3.14868
     9389.47   -3.15161
     9392.48   -3.15484
     9395.49   -3.15839
     9398.50   -3.16229
     9401.50   -3.16652
     9404.51   -3.17109
     9407.52   -3.17597
     9410.53   -3.18116
     9413.53   -3.18662
     9416.54   -3.19230
     9419.55   -3.19817
     9422.56   -3.20416
     9425.56   -3.21022
     9428.57   -3.21627
     9431.58   -3.22225
     9434.59   -3.22806
     9437.59   -3.23363
     9440.60   -3.23887
     9443.61   -3.24370
     9446.62   -3.24801
     9449.62   -3.25174
     9452.63   -3.25479
     9455.64   -3.25709
     9458.65   -3.25856
     9461.65   -3.25913
     9464.66   -3.25875
     9467.67   -3.25735
     9470.68   -3.25491
     9473.68   -3.25140
     9476.69   -3.24679
     9479.70   -3.24109
     9482.71   -3.23429
     9485.71   -3.22643
     9488.72   -3.21754
     9491.73   -3.20767
     9494.74   -3.19688
     9497.74   -3.18524
     9500.75   -3.17284
     9503.76   -3.15977
     9506.77   -3.14614
     9509.77   -3.13206
     9512.78   -3.11765
     9515.79   -3.10304
     9518.80   -3.08835
     9521.80   -3.07370
     9524.81   -3.05924
     9527.82   -3.04507
     9530.83   -3.03132
     9533.83   -3.01811
     9536.84   -3.00553
     9539.85   -2.99369
     9542.86   -2.98266
     9545.86   -2.97252
     9548.87   -2.96333
     9551.88   -2.95511
     9554.89   -2.94791
     9557.89   -2.94172
     9560.90   -2.93654
     9563.91   -2.93234
     9566.92   -2.92909
     9569.92   -2.92672
     9572.93   -2.92517
     9575.94   -2.92434
     9578.95   -2.92414
     9581.96   -2.92447
     9584.96   -2.92520
     9587.97   -2.92622
     9590.98   -2.92738
     9593.99   -2.92858
     9596.99   -2.92967
     9600.00   -2.93052
     9603.01   -2.93102
     9606.01   -2.93106
     9609.02   -2.93052
     9612.03   -2.92931
     9615.04   -2.92736
     9618.04   -2.92461
     9621.05   -2.92100
     9624.06   -2.91652
     9627.07   -2.91114
     9630.08   -2.90490
     9633.08   -2.89781
     9636.09   -2.88994
     9639.10   -2.88136
     9642.11   -2.87216
     9645.11   -2.86245
     9648.12   -2.85236
     9651.13   -2.84203
     9654.13   -2.83162
     9657.14   -2.82129
     9660.15   -2.81123
     9663.16   -2.80160
     9666.17   -2.79259
     9669.17   -2.78438
     9672.18   -2.77715
     9675.19   -2.77106
     9678.20   -2.76629
     9681.20   -2.76297
     9684.21   -2.76124
     9687.22   -2.76122
     9690.23   -2.76300
     9693.23   -2.76666
     9696.24   -2.77224
     9699.25   -2.77976
     9702.26   -2.78924
     9705.26   -2.80063
     9708.27   -2.81389
     9711.28   -2.82893
     9714.29   -2.84565
     9717.29   -2.86392
     9720.30   -2.88359
     9723.31   -2.90449
     9726.32   -2.92642
     9729.32   -2.94919
     9732.33   -2.97256
     9735.34   -2.99631
     9738.35   -3.02021
     9741.35   -3.04402
     9744.36   -3.06749
     9747.37   -3.09041
     9750.38   -3.11253
     9753.38   -3.13365
     9756.39   -3.15357
     9759.40   -3.17208
     9762.41   -3.18904
     9765.41   -3.20430
     9768.42   -3.21773
     9771.43   -3.22924
     9774.44   -3.23876
     9777.44   -3.24625
     9780.45   -3.25168
     9783.46   -3.25508
     9786.47   -3.25648
     9789.47   -3.25594
     9792.48   -3.25356
     9795.49   -3.24943
     9798.50   -3.24370
     9801.50   -3.23651
     9804.51   -3.22802
     9807.52   -3.21840
     9810.53   -3.20784
     9813.53   -3.19653
     9816.54   -3.18466
     9819.55   -3.17241
     9822.56   -3.15997
     9825.56   -3.14752
     9828.57   -3.13522
     9831.58   -3.12324
     9834.59   -3.11170
     9837.59   -3.10073
     9840.60   -3.09043
     9843.61   -3.08088
     9846.62   -3.07215
     9849.62   -3.06427
     9852.63   -3.05726
     9855.64   -3.05111
     9858.65   -3.04580
     9861.65   -3.04129
     9864.66   -3.03750
     9867.67   -3.03437
     9870.68   -3.03180
     9873.68   -3.02969
     9876.69   -3.02792
     9879.70   -3.02638
     9882.71   -3.02496
     9885.71   -3.02352
     9888.72   -3.02195
     9891.73   -3.02015
     9894.74   -3.01800
     9897.74   -3.01544
     9900.75   -3.01236
     9903.76   -3.00873
     9906.77   -3.00450
     9909.77   -2.99964
     9912.78   -2.99415
     9915.79   -2.98805
     9918.80   -2.98139
     9921.80   -2.97422
     9924.81   -2.96662
     9927.82   -2.95870
     9930.83   -2.95056
     9933.83   -2.94234
     9936.84   -2.93420
     9939.85   -2.92628
     9942.86   -2.91875
     9945.86   -2.91178
     9948.87   -2.90555
     9951.88   -2.90022
     9954.89   -2.89597
     9957.89   -2.89295
     9960.90   -2.89132
     9963.91   -2.89122
     9966.92   -2.89276
     9969.92   -2.89605
     9972.93   -2.90117
     9975.94   -2.90818
     9978.95   -2.91713
     9981.96   -2.92801
     9984.96   -2.94082
     9987.97   -2.95551
     9990.98   -2.97203
     9993.99   -2.99028
     9996.99   -3.01014
    10000.00   -3.03149
    10003.01   -3.05415
    10006.01   -3.07797
    10009.02   -3.10273
    10012.03   -3.12824
    10015.04   -3.15429
    10018.04   -3.18064
    10021.05   -3.20707
    10024.06   -3.23336
    10027.07   -3.25927
    10030.08   -3.28458
    10033.08   -3.30908
    10036.09   -3.33257
    10039.10   -3.35486
    10042.11   -3.37578
    10045.11   -3.39517
    10048.12   -3.41291
    10051.13   -3.42887
    10054.13   -3.44297
    10057.14   -3.45514
    10060.15   -3.46534
    10063.16   -3.47355
    10066.17   -3.47976
    10069.17   -3.48401
    10072.18   -3.48633
    10075.19   -3.48678
    10078.20   -3.48545
    10081.20   -3.48243
    10084.21   -3.47783
    10087.22   -3.47176
    10090.23   -3.46434
    10093.23   -3.45571
    10096.24   -3.44600
    10099.25   -3.43535
    10102.26   -3.42387
    10105.26   -3.41171
    10108.27   -3.39897
    10111.28   -3.38577
    10114.29   -3.37222
    10117.29   -3.35840
    10120.30   -3.34440
    10123.31   -3.33027
    10126.32   -3.31607
    10129.32   -3.30185
    10132.33   -3.28762
    10135.34   -3.27341
    10138.35   -3.25922
    10141.35   -3.24503
    10144.36   -3.23084
    10147.37   -3.21661
    10150.38   -3.20232
    10153.38   -3.18793
    10156.39   -3.17340
    10159.40   -3.15869
    10162.41   -3.14376
    10165.41   -3.12858
    10168.42   -3.11312
    10171.43   -3.09734
    10174.44   -3.08123
    10177.44   -3.06478
    10180.45   -3.04799
    10183.46   -3.03086
    10186.47   -3.01342
    10189.47   -2.99569
    10192.48   -2.97771
    10195.49   -2.95954
    10198.50   -2.94122
    10201.50   -2.92284
    10204.51   -2.90447
    10207.52   -2.88619
    10210.53   -2.86808
    10213.53   -2.85025
    10216.54   -2.83277
    10219.55   -2.81575
    10222.56   -2.79927
    10225.56   -2.78343
    10228.57   -2.76829
    10231.58   -2.75394
    10234.59   -2.74045
    10237.59   -2.72787
    10240.60   -2.71623
    10243.61   -2.70559
    10246.62   -2.69595
    10249.62   -2.68732
    10252.63   -2.67969
    10255.64   -2.67305
    10258.65   -2.66735
    10261.65   -2.66254
    10264.66   -2.65857
    10267.67   -2.65536
    10270.68   -2.65283
    10273.68   -2.65089
    10276.69   -2.64944
    10279.70   -2.64837
    10282.71   -2.64759
    10285.71   -2.64697
    10288.72   -2.64640
    10291.73   -2.64579
    10294.74   -2.64503
    10297.74   -2.64402
    10300.75   -2.64268
    10303.76   -2.64091
    10306.77   -2.63865
    10309.77   -2.63585
    10312.78   -2.63245
    10315.79   -2.62843
    10318.80   -2.62376
    10321.80   -2.61844
    10324.81   -2.61247
    10327.82   -2.60587
    10330.83   -2.59869
    10333.83   -2.59096
    10336.84   -2.58274
    10339.85   -2.57410
    10342.86   -2.56511
    10345.86   -2.55585
    10348.87   -2.54641
    10351.88   -2.53687
    10354.89   -2.52733
    10357.89   -2.51787
    10360.90   -2.50859
    10363.91   -2.49956
    10366.92   -2.49087
    10369.92   -2.48257
    10372.93   -2.47475
    10375.94   -2.46744
    10378.95   -2.46070
    10381.96   -2.45455
    10384.96   -2.44901
    10387.97   -2.44408
    10390.98   -2.43978
    10393.98   -2.43607
    10396.99   -2.43294
