This is Bob Kurucz's extraterrestrial solar spectrum, based on
a line-by-line calculation, a theoretical model of the Sun, and
relevant datasets.  It has been averaged to 1 cm-1 resolution.
The wavenumber column value refers to an average over plus and
minus 0.5 cm-1 around that value. The columns are tab-delimited.
97/04/24: CSZ added last line of flux = 49984 cm-1 = 0 Wm-2/cm-1
Wavenumber(cm-1)	SolarSpectrum(Wm-2/cm-1)
10305	7.484E-02
10306	7.571E-02
10307	7.574E-02
10308	7.570E-02
10309	7.577E-02
10310	7.581E-02
10311	7.574E-02
10312	7.525E-02
10313	7.481E-02
10314	7.535E-02
10315	7.565E-02
10316	7.538E-02
10317	7.383E-02
10318	7.225E-02
10319	7.382E-02
10320	7.541E-02
10321	7.543E-02
10322	7.552E-02
10323	7.557E-02
10324	7.575E-02
10325	7.580E-02
10326	7.525E-02
10327	7.499E-02
10328	7.546E-02
10329	7.589E-02
10330	7.582E-02
10331	7.439E-02
10332	7.188E-02
10333	7.162E-02
10334	7.396E-02
10335	7.520E-02
10336	7.528E-02
10337	7.469E-02
10338	7.396E-02
10339	7.503E-02
10340	7.595E-02
10341	7.582E-02
10342	7.572E-02
10343	7.539E-02
10344	7.521E-02
10345	7.559E-02
10346	7.553E-02
10347	7.504E-02
10348	7.545E-02
10349	7.521E-02
10350	7.166E-02
10351	6.836E-02
10352	7.052E-02
10353	7.432E-02
10354	7.562E-02
10355	7.485E-02
10356	7.278E-02
10357	7.294E-02
10358	7.520E-02
10359	7.556E-02
10360	7.493E-02
10361	7.539E-02
10362	7.491E-02
10363	7.377E-02
10364	7.418E-02
10365	7.518E-02
10366	7.556E-02
10367	7.569E-02
10368	7.602E-02
10369	7.608E-02
10370	7.581E-02
10371	7.431E-02
10372	7.211E-02
10373	7.244E-02
10374	7.455E-02
10375	7.573E-02
10376	7.392E-02
10377	7.171E-02
10378	7.358E-02
10379	7.587E-02
10380	7.623E-02
10381	7.640E-02
10382	7.643E-02
10383	7.635E-02
10384	7.393E-02
10385	7.099E-02
10386	7.269E-02
10387	7.508E-02
10388	7.517E-02
10389	7.546E-02
10390	7.353E-02
10391	7.109E-02
10392	7.351E-02
10393	7.613E-02
10394	7.571E-02
10395	7.551E-02
10396	7.569E-02
10397	7.566E-02
10398	7.622E-02
10399	7.671E-02
10400	7.651E-02
10401	7.644E-02
10402	7.663E-02
10403	7.631E-02
10404	7.555E-02
10405	7.447E-02
10406	7.342E-02
10407	7.393E-02
10408	7.457E-02
10409	7.402E-02
10410	7.336E-02
10411	7.360E-02
10412	7.508E-02
10413	7.523E-02
10414	7.411E-02
10415	7.471E-02
10416	7.532E-02
10417	7.492E-02
10418	7.531E-02
10419	7.618E-02
10420	7.608E-02
10421	7.554E-02
10422	7.600E-02
10423	7.632E-02
10424	7.614E-02
10425	7.613E-02
10426	7.554E-02
10427	7.538E-02
10428	7.566E-02
10429	7.553E-02
10430	7.585E-02
10431	7.602E-02
10432	7.607E-02
10433	7.627E-02
10434	7.616E-02
10435	7.601E-02
10436	7.567E-02
10437	7.569E-02
10438	7.632E-02
10439	7.638E-02
10440	7.554E-02
10441	7.390E-02
10442	7.339E-02
10443	7.472E-02
10444	7.521E-02
10445	7.414E-02
10446	7.207E-02
10447	7.157E-02
10448	7.402E-02
10449	7.610E-02
10450	7.647E-02
10451	7.623E-02
10452	7.562E-02
10453	7.526E-02
10454	7.548E-02
10455	7.511E-02
10456	7.466E-02
10457	7.543E-02
10458	7.616E-02
10459	7.607E-02
10460	7.496E-02
10461	7.403E-02
10462	7.496E-02
10463	7.564E-02
10464	7.481E-02
10465	7.390E-02
10466	7.340E-02
10467	7.306E-02
10468	7.320E-02
10469	7.282E-02
10470	7.133E-02
10471	6.918E-02
10472	6.548E-02
10473	6.377E-02
10474	6.662E-02
10475	7.001E-02
10476	7.232E-02
10477	7.394E-02
10478	7.453E-02
10479	7.478E-02
10480	7.524E-02
10481	7.554E-02
10482	7.496E-02
10483	7.410E-02
10484	7.348E-02
10485	7.359E-02
10486	7.524E-02
10487	7.637E-02
10488	7.625E-02
10489	7.595E-02
10490	7.447E-02
10491	7.345E-02
10492	7.478E-02
10493	7.508E-02
10494	7.462E-02
10495	7.558E-02
10496	7.639E-02
10497	7.661E-02
10498	7.676E-02
10499	7.687E-02
10500	7.551E-02
10501	7.408E-02
10502	7.482E-02
10503	7.537E-02
10504	7.567E-02
10505	7.625E-02
10506	7.637E-02
10507	7.639E-02
10508	7.566E-02
10509	7.510E-02
10510	7.570E-02
10511	7.523E-02
10512	7.457E-02
10513	7.548E-02
10514	7.599E-02
10515	7.581E-02
10516	7.566E-02
10517	7.450E-02
10518	7.343E-02
10519	7.469E-02
10520	7.550E-02
10521	7.476E-02
10522	7.518E-02
10523	7.622E-02
10524	7.669E-02
10525	7.649E-02
10526	7.606E-02
10527	7.594E-02
10528	7.532E-02
10529	7.469E-02
10530	7.522E-02
10531	7.596E-02
10532	7.643E-02
10533	7.680E-02
10534	7.690E-02
10535	7.644E-02
10536	7.554E-02
10537	7.547E-02
10538	7.551E-02
10539	7.486E-02
10540	7.519E-02
10541	7.622E-02
10542	7.653E-02
10543	7.592E-02
10544	7.549E-02
10545	7.599E-02
10546	7.605E-02
10547	7.557E-02
10548	7.554E-02
10549	7.593E-02
10550	7.630E-02
10551	7.537E-02
10552	7.433E-02
10553	7.538E-02
10554	7.654E-02
10555	7.635E-02
10556	7.538E-02
10557	7.480E-02
10558	7.578E-02
10559	7.657E-02
10560	7.605E-02
10561	7.586E-02
10562	7.603E-02
10563	7.447E-02
10564	7.202E-02
10565	7.264E-02
10566	7.551E-02
10567	7.678E-02
10568	7.622E-02
10569	7.575E-02
10570	7.609E-02
10571	7.606E-02
10572	7.554E-02
10573	7.427E-02
10574	7.353E-02
10575	7.474E-02
10576	7.506E-02
10577	7.493E-02
10578	7.606E-02
10579	7.613E-02
10580	7.547E-02
10581	7.461E-02
10582	7.289E-02
10583	7.344E-02
10584	7.518E-02
10585	7.380E-02
10586	7.253E-02
10587	7.468E-02
10588	7.631E-02
10589	7.615E-02
10590	7.599E-02
10591	7.318E-02
10592	6.928E-02
10593	6.986E-02
10594	7.350E-02
10595	7.566E-02
10596	7.592E-02
10597	7.497E-02
10598	7.270E-02
10599	7.212E-02
10600	7.412E-02
10601	7.491E-02
10602	7.462E-02
10603	7.586E-02
10604	7.678E-02
10605	7.652E-02
10606	7.620E-02
10607	7.565E-02
10608	7.577E-02
10609	7.656E-02
10610	7.545E-02
10611	7.342E-02
10612	7.420E-02
10613	7.607E-02
10614	7.595E-02
10615	7.522E-02
10616	7.571E-02
10617	7.340E-02
10618	6.756E-02
10619	6.163E-02
10620	6.153E-02
10621	7.002E-02
10622	7.539E-02
10623	7.406E-02
10624	7.342E-02
10625	7.503E-02
10626	7.565E-02
10627	7.490E-02
10628	7.167E-02
10629	6.799E-02
10630	7.089E-02
10631	7.539E-02
10632	7.641E-02
10633	7.451E-02
10634	7.254E-02
10635	7.460E-02
10636	7.664E-02
10637	7.639E-02
10638	7.600E-02
10639	7.612E-02
10640	7.614E-02
10641	7.551E-02
10642	7.481E-02
10643	7.437E-02
10644	7.500E-02
10645	7.575E-02
10646	7.517E-02
10647	7.530E-02
10648	7.538E-02
10649	7.449E-02
10650	7.531E-02
10651	7.640E-02
10652	7.617E-02
10653	7.566E-02
10654	7.558E-02
10655	7.619E-02
10656	7.598E-02
10657	7.481E-02
10658	7.488E-02
10659	7.630E-02
10660	7.679E-02
10661	7.654E-02
10662	7.677E-02
10663	7.655E-02
10664	7.598E-02
10665	7.434E-02
10666	7.272E-02
10667	7.456E-02
10668	7.640E-02
10669	7.633E-02
10670	7.603E-02
10671	7.527E-02
10672	7.551E-02
10673	7.656E-02
10674	7.671E-02
10675	7.647E-02
10676	7.671E-02
10677	7.502E-02
10678	7.300E-02
10679	7.455E-02
10680	7.508E-02
10681	7.298E-02
10682	7.272E-02
10683	7.462E-02
10684	7.516E-02
10685	7.474E-02
10686	7.502E-02
10687	7.509E-02
10688	7.572E-02
10689	7.637E-02
10690	7.652E-02
10691	7.402E-02
10692	7.099E-02
10693	7.326E-02
10694	7.629E-02
10695	7.671E-02
10696	7.594E-02
10697	7.445E-02
10698	7.436E-02
10699	7.493E-02
10700	7.514E-02
10701	7.615E-02
10702	7.659E-02
10703	7.627E-02
10704	7.624E-02
10705	7.592E-02
10706	7.585E-02
10707	7.616E-02
10708	7.606E-02
10709	7.552E-02
10710	7.406E-02
10711	7.355E-02
10712	7.542E-02
10713	7.672E-02
10714	7.668E-02
10715	7.641E-02
10716	7.618E-02
10717	7.560E-02
10718	7.489E-02
10719	7.547E-02
10720	7.582E-02
10721	7.491E-02
10722	7.491E-02
10723	7.539E-02
10724	7.517E-02
10725	7.583E-02
10726	7.656E-02
10727	7.616E-02
10728	7.371E-02
10729	7.144E-02
10730	7.345E-02
10731	7.618E-02
10732	7.613E-02
10733	7.560E-02
10734	7.612E-02
10735	7.557E-02
10736	7.434E-02
10737	7.480E-02
10738	7.584E-02
10739	7.608E-02
10740	7.551E-02
10741	7.488E-02
10742	7.514E-02
10743	7.538E-02
10744	7.524E-02
10745	7.598E-02
10746	7.669E-02
10747	7.611E-02
10748	7.552E-02
10749	7.544E-02
10750	7.522E-02
10751	7.548E-02
10752	7.555E-02
10753	7.462E-02
10754	7.444E-02
10755	7.422E-02
10756	7.365E-02
10757	7.520E-02
10758	7.660E-02
10759	7.618E-02
10760	7.439E-02
10761	7.201E-02
10762	7.257E-02
10763	7.476E-02
10764	7.523E-02
10765	7.500E-02
10766	7.543E-02
10767	7.608E-02
10768	7.652E-02
10769	7.662E-02
10770	7.614E-02
10771	7.581E-02
10772	7.613E-02
10773	7.567E-02
10774	7.495E-02
10775	7.561E-02
10776	7.621E-02
10777	7.611E-02
10778	7.661E-02
10779	7.701E-02
10780	7.638E-02
10781	7.581E-02
10782	7.618E-02
10783	7.609E-02
10784	7.538E-02
10785	7.559E-02
10786	7.645E-02
10787	7.656E-02
10788	7.569E-02
10789	7.536E-02
10790	7.569E-02
10791	7.480E-02
10792	7.346E-02
10793	7.404E-02
10794	7.543E-02
10795	7.559E-02
10796	7.366E-02
10797	6.971E-02
10798	6.968E-02
10799	7.426E-02
10800	7.187E-02
10801	6.654E-02
10802	7.048E-02
10803	7.467E-02
10804	7.423E-02
10805	7.517E-02
10806	7.656E-02
10807	7.680E-02
10808	7.589E-02
10809	7.507E-02
10810	7.554E-02
10811	7.379E-02
10812	7.155E-02
10813	7.345E-02
10814	7.527E-02
10815	7.551E-02
10816	7.546E-02
10817	7.463E-02
10818	7.507E-02
10819	7.592E-02
10820	7.579E-02
10821	7.371E-02
10822	7.082E-02
10823	7.183E-02
10824	7.432E-02
10825	7.532E-02
10826	7.555E-02
10827	7.464E-02
10828	7.324E-02
10829	7.238E-02
10830	7.148E-02
10831	6.952E-02
10832	6.683E-02
10833	6.551E-02
10834	6.790E-02
10835	7.194E-02
10836	7.316E-02
10837	7.181E-02
10838	7.213E-02
10839	7.470E-02
10840	7.630E-02
10841	7.654E-02
10842	7.626E-02
10843	7.585E-02
10844	7.453E-02
10845	7.157E-02
10846	7.147E-02
10847	7.504E-02
10848	7.626E-02
10849	7.507E-02
10850	7.278E-02
10851	7.014E-02
10852	7.138E-02
10853	7.376E-02
10854	7.238E-02
10855	7.142E-02
10856	7.350E-02
10857	7.455E-02
10858	7.515E-02
10859	7.626E-02
10860	7.595E-02
10861	7.566E-02
10862	7.528E-02
10863	7.429E-02
10864	7.512E-02
10865	7.645E-02
10866	7.524E-02
10867	7.359E-02
10868	7.467E-02
10869	7.613E-02
10870	7.629E-02
10871	7.657E-02
10872	7.681E-02
10873	7.670E-02
10874	7.588E-02
10875	7.541E-02
10876	7.625E-02
10877	7.682E-02
10878	7.642E-02
10879	7.574E-02
10880	7.571E-02
10881	7.626E-02
10882	7.660E-02
10883	7.680E-02
10884	7.667E-02
10885	7.632E-02
10886	7.609E-02
10887	7.580E-02
10888	7.578E-02
10889	7.642E-02
10890	7.637E-02
10891	7.515E-02
10892	7.514E-02
10893	7.615E-02
10894	7.606E-02
10895	7.599E-02
10896	7.622E-02
10897	7.352E-02
10898	7.117E-02
10899	7.333E-02
10900	7.530E-02
10901	7.548E-02
10902	7.546E-02
10903	7.516E-02
10904	7.514E-02
10905	7.583E-02
10906	7.654E-02
10907	7.666E-02
10908	7.477E-02
10909	7.311E-02
10910	7.467E-02
10911	7.611E-02
10912	7.657E-02
10913	7.672E-02
10914	7.644E-02
10915	7.655E-02
10916	7.663E-02
10917	7.626E-02
10918	7.585E-02
10919	7.585E-02
10920	7.576E-02
10921	7.561E-02
10922	7.628E-02
10923	7.662E-02
10924	7.634E-02
10925	7.664E-02
10926	7.671E-02
10927	7.523E-02
10928	7.316E-02
10929	7.272E-02
10930	7.297E-02
10931	7.334E-02
10932	7.501E-02
10933	7.635E-02
10934	7.636E-02
10935	7.600E-02
10936	7.545E-02
10937	7.498E-02
10938	7.547E-02
10939	7.652E-02
10940	7.692E-02
10941	7.627E-02
10942	7.565E-02
10943	7.633E-02
10944	7.691E-02
10945	7.670E-02
10946	7.661E-02
10947	7.667E-02
10948	7.677E-02
10949	7.644E-02
10950	7.605E-02
10951	7.640E-02
10952	7.678E-02
10953	7.659E-02
10954	7.641E-02
10955	7.659E-02
10956	7.677E-02
10957	7.659E-02
10958	7.639E-02
10959	7.650E-02
10960	7.671E-02
10961	7.672E-02
10962	7.339E-02
10963	7.016E-02
10964	7.075E-02
10965	7.080E-02
10966	7.274E-02
10967	7.567E-02
10968	7.639E-02
10969	7.657E-02
10970	7.474E-02
10971	7.014E-02
10972	6.915E-02
10973	7.382E-02
10974	7.640E-02
10975	7.536E-02
10976	7.490E-02
10977	7.532E-02
10978	7.472E-02
10979	7.450E-02
10980	7.588E-02
10981	7.585E-02
10982	7.501E-02
10983	7.594E-02
10984	7.593E-02
10985	7.490E-02
10986	7.441E-02
10987	7.345E-02
10988	7.404E-02
10989	7.588E-02
10990	7.633E-02
10991	7.225E-02
10992	6.808E-02
10993	7.175E-02
10994	7.603E-02
10995	7.634E-02
10996	7.599E-02
10997	7.570E-02
10998	7.313E-02
10999	6.455E-02
11000	6.144E-02
11001	6.956E-02
11002	7.512E-02
11003	7.608E-02
11004	7.652E-02
11005	7.631E-02
11006	7.659E-02
11007	7.689E-02
11008	7.684E-02
11009	7.550E-02
11010	7.223E-02
11011	6.880E-02
11012	6.917E-02
11013	7.367E-02
11014	7.659E-02
11015	7.657E-02
11016	7.619E-02
11017	7.523E-02
11018	7.460E-02
11019	7.584E-02
11020	7.693E-02
11021	7.622E-02
11022	7.552E-02
11023	7.620E-02
11024	7.677E-02
11025	7.660E-02
11026	7.655E-02
11027	7.669E-02
11028	7.681E-02
11029	7.681E-02
11030	7.507E-02
11031	7.075E-02
11032	6.696E-02
11033	6.822E-02
11034	7.346E-02
11035	7.614E-02
11036	7.592E-02
11037	7.628E-02
11038	7.680E-02
11039	7.681E-02
11040	7.676E-02
11041	7.686E-02
11042	7.681E-02
11043	7.653E-02
11044	7.569E-02
11045	7.513E-02
11046	7.593E-02
11047	7.649E-02
11048	7.635E-02
11049	7.650E-02
11050	7.672E-02
11051	7.670E-02
11052	7.668E-02
11053	7.668E-02
11054	7.662E-02
11055	7.674E-02
11056	7.682E-02
11057	7.681E-02
11058	7.670E-02
11059	7.652E-02
11060	7.645E-02
11061	7.646E-02
11062	7.636E-02
11063	7.583E-02
11064	7.559E-02
11065	7.629E-02
11066	7.668E-02
11067	7.654E-02
11068	7.644E-02
11069	7.540E-02
11070	7.437E-02
11071	7.530E-02
11072	7.641E-02
11073	7.608E-02
11074	7.554E-02
11075	7.583E-02
11076	7.626E-02
11077	7.486E-02
11078	7.329E-02
11079	7.451E-02
11080	7.404E-02
11081	7.177E-02
11082	7.296E-02
11083	7.393E-02
11084	7.313E-02
11085	7.373E-02
11086	7.263E-02
11087	7.037E-02
11088	7.051E-02
11089	7.037E-02
11090	6.898E-02
11091	6.917E-02
11092	6.879E-02
11093	6.801E-02
11094	7.027E-02
11095	7.047E-02
11096	6.981E-02
11097	7.081E-02
11098	7.141E-02
11099	7.340E-02
11100	7.498E-02
11101	7.558E-02
11102	7.595E-02
11103	7.600E-02
11104	7.625E-02
11105	7.633E-02
11106	7.617E-02
11107	7.481E-02
11108	6.885E-02
11109	6.552E-02
11110	7.156E-02
11111	7.577E-02
11112	7.541E-02
11113	7.577E-02
11114	7.569E-02
11115	7.558E-02
11116	7.613E-02
11117	7.611E-02
11118	7.523E-02
11119	7.506E-02
11120	7.574E-02
11121	7.603E-02
11122	7.626E-02
11123	7.642E-02
11124	7.630E-02
11125	7.636E-02
11126	7.532E-02
11127	7.409E-02
11128	7.522E-02
11129	7.660E-02
11130	7.673E-02
11131	7.672E-02
11132	7.673E-02
11133	7.628E-02
11134	7.535E-02
11135	7.515E-02
11136	7.527E-02
11137	7.420E-02
11138	7.271E-02
11139	7.324E-02
11140	7.557E-02
11141	7.678E-02
11142	7.670E-02
11143	7.662E-02
11144	7.652E-02
11145	7.626E-02
11146	7.577E-02
11147	7.414E-02
11148	7.169E-02
11149	7.102E-02
11150	7.308E-02
11151	7.537E-02
11152	7.628E-02
11153	7.653E-02
11154	7.661E-02
11155	7.644E-02
11156	7.628E-02
11157	7.633E-02
11158	7.646E-02
11159	7.664E-02
11160	7.672E-02
11161	7.670E-02
11162	7.665E-02
11163	7.647E-02
11164	7.623E-02
11165	7.628E-02
11166	7.654E-02
11167	7.665E-02
11168	7.652E-02
11169	7.560E-02
11170	7.386E-02
11171	7.358E-02
11172	7.501E-02
11173	7.506E-02
11174	7.334E-02
11175	7.047E-02
11176	6.985E-02
11177	7.370E-02
11178	7.333E-02
11179	7.043E-02
11180	7.346E-02
11181	7.622E-02
11182	7.610E-02
11183	7.629E-02
11184	7.636E-02
11185	7.626E-02
11186	7.637E-02
11187	7.651E-02
11188	7.647E-02
11189	7.614E-02
11190	7.589E-02
11191	7.621E-02
11192	7.589E-02
11193	7.488E-02
11194	7.505E-02
11195	7.426E-02
11196	7.241E-02
11197	7.203E-02
11198	7.172E-02
11199	7.287E-02
11200	7.462E-02
11201	7.394E-02
11202	7.230E-02
11203	7.196E-02
11204	7.400E-02
11205	7.604E-02
11206	7.627E-02
11207	7.388E-02
11208	7.176E-02
11209	7.394E-02
11210	7.625E-02
11211	7.637E-02
11212	7.629E-02
11213	7.627E-02
11214	7.629E-02
11215	7.632E-02
11216	7.601E-02
11217	7.367E-02
11218	7.201E-02
11219	7.441E-02
11220	7.594E-02
11221	7.530E-02
11222	7.566E-02
11223	7.618E-02
11224	7.627E-02
11225	7.642E-02
11226	7.644E-02
11227	7.627E-02
11228	7.608E-02
11229	7.602E-02
11230	7.620E-02
11231	7.644E-02
11232	7.646E-02
11233	7.562E-02
11234	7.493E-02
11235	7.555E-02
11236	7.597E-02
11237	7.606E-02
11238	7.627E-02
11239	7.624E-02
11240	7.616E-02
11241	7.453E-02
11242	7.300E-02
11243	7.429E-02
11244	7.485E-02
11245	7.457E-02
11246	7.558E-02
11247	7.634E-02
11248	7.623E-02
11249	7.598E-02
11250	7.600E-02
11251	7.598E-02
11252	7.557E-02
11253	7.490E-02
11254	7.481E-02
11255	7.537E-02
11256	7.581E-02
11257	7.604E-02
11258	7.613E-02
11259	7.501E-02
11260	7.390E-02
11261	7.473E-02
11262	7.418E-02
11263	7.316E-02
11264	7.455E-02
11265	7.538E-02
11266	7.524E-02
11267	7.556E-02
11268	7.595E-02
11269	7.603E-02
11270	7.592E-02
11271	7.578E-02
11272	7.436E-02
11273	7.272E-02
11274	6.969E-02
11275	6.693E-02
11276	7.050E-02
11277	7.387E-02
11278	7.287E-02
11279	7.028E-02
11280	6.820E-02
11281	6.973E-02
11282	6.918E-02
11283	6.716E-02
11284	7.092E-02
11285	7.468E-02
11286	7.520E-02
11287	7.555E-02
11288	7.571E-02
11289	7.578E-02
11290	7.586E-02
11291	7.598E-02
11292	7.613E-02
11293	7.624E-02
11294	7.625E-02
11295	7.630E-02
11296	7.628E-02
11297	7.617E-02
11298	7.616E-02
11299	7.547E-02
11300	7.383E-02
11301	7.381E-02
11302	7.564E-02
11303	7.656E-02
11304	7.631E-02
11305	7.564E-02
11306	7.531E-02
11307	7.586E-02
11308	7.602E-02
11309	7.571E-02
11310	7.197E-02
11311	6.809E-02
11312	7.200E-02
11313	7.586E-02
11314	7.570E-02
11315	7.618E-02
11316	7.612E-02
11317	7.564E-02
11318	7.602E-02
11319	7.648E-02
11320	7.655E-02
11321	7.609E-02
11322	7.565E-02
11323	7.582E-02
11324	7.600E-02
11325	7.636E-02
11326	7.663E-02
11327	7.640E-02
11328	7.016E-02
11329	6.298E-02
11330	6.771E-02
11331	7.496E-02
11332	7.649E-02
11333	7.665E-02
11334	7.642E-02
11335	7.611E-02
11336	7.609E-02
11337	7.633E-02
11338	7.591E-02
11339	7.522E-02
11340	7.502E-02
11341	7.384E-02
11342	7.327E-02
11343	7.475E-02
11344	7.595E-02
11345	7.639E-02
11346	7.671E-02
11347	7.606E-02
11348	7.507E-02
11349	7.405E-02
11350	7.119E-02
11351	6.199E-02
11352	5.614E-02
11353	6.523E-02
11354	7.219E-02
11355	7.226E-02
11356	7.482E-02
11357	7.658E-02
11358	7.666E-02
11359	7.671E-02
11360	7.678E-02
11361	7.677E-02
11362	7.658E-02
11363	7.638E-02
11364	7.567E-02
11365	7.508E-02
11366	7.597E-02
11367	7.647E-02
11368	7.243E-02
11369	6.879E-02
11370	7.244E-02
11371	7.625E-02
11372	7.326E-02
11373	7.005E-02
11374	7.330E-02
11375	7.671E-02
11376	7.687E-02
11377	7.690E-02
11378	7.644E-02
11379	7.578E-02
11380	7.528E-02
11381	7.508E-02
11382	7.592E-02
11383	7.662E-02
11384	7.654E-02
11385	7.631E-02
11386	7.619E-02
11387	7.577E-02
11388	7.532E-02
11389	7.596E-02
11390	7.665E-02
11391	7.664E-02
11392	7.657E-02
11393	7.419E-02
11394	7.132E-02
11395	7.139E-02
11396	7.245E-02
11397	7.455E-02
11398	7.604E-02
11399	7.610E-02
11400	7.630E-02
11401	7.625E-02
11402	7.623E-02
11403	7.569E-02
11404	7.514E-02
11405	7.573E-02
11406	7.565E-02
11407	7.515E-02
11408	7.579E-02
11409	7.621E-02
11410	7.618E-02
11411	7.630E-02
11412	7.624E-02
11413	7.608E-02
11414	7.600E-02
11415	7.181E-02
11416	6.759E-02
11417	7.082E-02
11418	7.403E-02
11419	7.463E-02
11420	7.502E-02
11421	7.438E-02
11422	7.143E-02
11423	6.848E-02
11424	7.036E-02
11425	7.292E-02
11426	7.344E-02
11427	7.392E-02
11428	7.371E-02
11429	7.329E-02
11430	7.407E-02
11431	7.493E-02
11432	7.537E-02
11433	7.563E-02
11434	7.356E-02
11435	7.133E-02
11436	7.272E-02
11437	7.462E-02
11438	7.560E-02
11439	7.624E-02
11440	7.620E-02
11441	7.600E-02
11442	7.528E-02
11443	7.115E-02
11444	6.792E-02
11445	7.191E-02
11446	7.579E-02
11447	7.623E-02
11448	7.645E-02
11449	7.631E-02
11450	7.607E-02
11451	7.606E-02
11452	7.521E-02
11453	7.254E-02
11454	7.162E-02
11455	7.425E-02
11456	7.620E-02
11457	7.626E-02
11458	7.604E-02
11459	7.591E-02
11460	7.606E-02
11461	7.631E-02
11462	7.647E-02
11463	7.646E-02
11464	7.647E-02
11465	7.640E-02
11466	7.571E-02
11467	7.351E-02
11468	7.232E-02
11469	7.457E-02
11470	7.643E-02
11471	7.644E-02
11472	7.628E-02
11473	7.327E-02
11474	7.007E-02
11475	7.283E-02
11476	7.422E-02
11477	7.158E-02
11478	7.219E-02
11479	7.491E-02
11480	7.606E-02
11481	7.604E-02
11482	7.586E-02
11483	7.594E-02
11484	7.622E-02
11485	7.596E-02
11486	7.507E-02
11487	7.486E-02
11488	7.563E-02
11489	7.597E-02
11490	7.577E-02
11491	7.326E-02
11492	7.017E-02
11493	7.230E-02
11494	7.569E-02
11495	7.630E-02
11496	7.621E-02
11497	7.546E-02
11498	7.453E-02
11499	7.486E-02
11500	7.549E-02
11501	7.559E-02
11502	7.586E-02
11503	7.497E-02
11504	7.238E-02
11505	6.350E-02
11506	5.639E-02
11507	6.483E-02
11508	7.331E-02
11509	7.391E-02
11510	7.498E-02
11511	7.575E-02
11512	7.569E-02
11513	7.505E-02
11514	7.456E-02
11515	7.496E-02
11516	7.342E-02
11517	7.022E-02
11518	7.051E-02
11519	7.361E-02
11520	7.542E-02
11521	7.570E-02
11522	7.536E-02
11523	7.242E-02
11524	6.691E-02
11525	6.636E-02
11526	7.152E-02
11527	7.346E-02
11528	7.231E-02
11529	7.254E-02
11530	7.301E-02
11531	7.289E-02
11532	7.222E-02
11533	7.108E-02
11534	7.039E-02
11535	6.989E-02
11536	6.853E-02
11537	6.591E-02
11538	6.137E-02
11539	5.416E-02
11540	4.129E-02
11541	2.888E-02
11542	3.240E-02
11543	4.703E-02
11544	5.807E-02
11545	6.406E-02
11546	6.768E-02
11547	6.991E-02
11548	7.128E-02
11549	7.230E-02
11550	7.301E-02
11551	7.330E-02
11552	7.369E-02
11553	7.373E-02
11554	7.343E-02
11555	7.403E-02
11556	7.488E-02
11557	7.504E-02
11558	7.372E-02
11559	7.086E-02
11560	7.047E-02
11561	7.348E-02
11562	7.532E-02
11563	7.549E-02
11564	7.559E-02
11565	7.560E-02
11566	7.549E-02
11567	7.517E-02
11568	7.504E-02
11569	7.547E-02
11570	7.570E-02
11571	7.558E-02
11572	7.563E-02
11573	7.573E-02
11574	7.567E-02
11575	7.554E-02
11576	7.563E-02
11577	7.570E-02
11578	7.496E-02
11579	7.403E-02
11580	7.319E-02
11581	7.287E-02
11582	7.444E-02
11583	7.585E-02
11584	7.563E-02
11585	7.528E-02
11586	7.553E-02
11587	7.580E-02
11588	7.553E-02
11589	7.517E-02
11590	7.543E-02
11591	7.588E-02
11592	7.596E-02
11593	7.575E-02
11594	7.481E-02
11595	7.159E-02
11596	6.985E-02
11597	7.326E-02
11598	7.582E-02
11599	7.533E-02
11600	7.503E-02
11601	7.534E-02
11602	7.294E-02
11603	7.057E-02
11604	7.332E-02
11605	7.498E-02
11606	7.411E-02
11607	7.485E-02
11608	7.171E-02
11609	6.788E-02
11610	7.165E-02
11611	7.526E-02
11612	7.539E-02
11613	7.554E-02
11614	7.449E-02
11615	7.325E-02
11616	7.356E-02
11617	7.440E-02
11618	7.492E-02
11619	7.515E-02
11620	7.502E-02
11621	7.497E-02
11622	7.475E-02
11623	7.440E-02
11624	7.469E-02
11625	7.337E-02
11626	7.162E-02
11627	7.304E-02
11628	7.408E-02
11629	7.284E-02
11630	7.264E-02
11631	7.424E-02
11632	7.517E-02
11633	7.371E-02
11634	7.241E-02
11635	7.378E-02
11636	7.504E-02
11637	7.512E-02
11638	7.513E-02
11639	7.501E-02
11640	7.410E-02
11641	7.177E-02
11642	7.134E-02
11643	7.395E-02
11644	7.464E-02
11645	7.365E-02
11646	7.401E-02
11647	7.424E-02
11648	7.128E-02
11649	6.794E-02
11650	7.066E-02
11651	7.476E-02
11652	7.536E-02
11653	7.519E-02
11654	7.540E-02
11655	7.546E-02
11656	7.474E-02
11657	7.408E-02
11658	7.433E-02
11659	7.497E-02
11660	7.526E-02
11661	7.519E-02
11662	7.472E-02
11663	7.415E-02
11664	7.458E-02
11665	7.515E-02
11666	7.511E-02
11667	7.497E-02
11668	7.484E-02
11669	7.498E-02
11670	7.517E-02
11671	7.502E-02
11672	7.488E-02
11673	7.496E-02
11674	7.512E-02
11675	7.522E-02
11676	7.502E-02
11677	7.474E-02
11678	7.414E-02
11679	7.366E-02
11680	7.438E-02
11681	7.500E-02
11682	7.300E-02
11683	7.032E-02
