This is Bob Kurucz's extraterrestrial solar spectrum, based on
a line-by-line calculation, a theoretical model of the Sun, and
relevant datasets.  It has been averaged to 20 cm-1 resolution.
The wavenumber column value refers to an average over plus and
minus 10 cm-1 around that value. The columns are tab-delimited.
97/04/24: CSZ added first line of flux = 49980 cm-1 = 0 Wm-2/cm-1
Wavenumber(cm-1)	SolarSpectrum(Wm-2/cm-1)
19820.0	0.49555E-01
19840.0	0.45600E-01
19860.0	0.50200E-01
19880.0	0.48795E-01
19900.0	0.47585E-01
19920.0	0.47555E-01
19940.0	0.46045E-01
19960.0	0.48030E-01
19980.0	0.46010E-01
20000.0	0.47680E-01
20020.0	0.48705E-01
20040.0	0.51150E-01
20060.0	0.42455E-01
20080.0	0.47420E-01
20100.0	0.51950E-01
20120.0	0.47935E-01
20140.0	0.50400E-01
20160.0	0.47695E-01
20180.0	0.52100E-01
20200.0	0.52200E-01
20220.0	0.50650E-01
20240.0	0.47205E-01
20260.0	0.47865E-01
20280.0	0.51300E-01
20300.0	0.47820E-01
20320.0	0.41020E-01
20340.0	0.50150E-01
20360.0	0.43940E-01
20380.0	0.49645E-01
20400.0	0.50900E-01
20420.0	0.51150E-01
20440.0	0.42655E-01
20460.0	0.46740E-01
20480.0	0.49025E-01
20500.0	0.46155E-01
20520.0	0.43225E-01
20540.0	0.45705E-01
20560.0	0.33370E-01
20580.0	0.42365E-01
20600.0	0.46835E-01
20620.0	0.47250E-01
20640.0	0.47565E-01
20660.0	0.46825E-01
20680.0	0.49015E-01
20700.0	0.48775E-01
20720.0	0.48850E-01
20740.0	0.49815E-01
20760.0	0.49010E-01
20780.0	0.47830E-01
20800.0	0.47885E-01
20820.0	0.47525E-01
20840.0	0.49370E-01
20860.0	0.47795E-01
20880.0	0.45175E-01
20900.0	0.49385E-01
20920.0	0.49700E-01
20940.0	0.49225E-01
20960.0	0.48335E-01
20980.0	0.45455E-01
21000.0	0.48005E-01
21020.0	0.46665E-01
21040.0	0.49390E-01
21060.0	0.47170E-01
21080.0	0.47800E-01
21100.0	0.45150E-01
21120.0	0.45995E-01
21140.0	0.44520E-01
21160.0	0.48540E-01
21180.0	0.47595E-01
21200.0	0.45330E-01
21220.0	0.46510E-01
21240.0	0.44220E-01
21260.0	0.43985E-01
21280.0	0.45580E-01
21300.0	0.47315E-01
21320.0	0.46045E-01
21340.0	0.45610E-01
21360.0	0.44595E-01
21380.0	0.48555E-01
21400.0	0.45325E-01
21420.0	0.41325E-01
21440.0	0.44725E-01
21460.0	0.46695E-01
21480.0	0.44275E-01
21500.0	0.42335E-01
21520.0	0.43945E-01
21540.0	0.46645E-01
21560.0	0.41885E-01
21580.0	0.44920E-01
21600.0	0.42620E-01
21620.0	0.44990E-01
21640.0	0.42360E-01
21660.0	0.44170E-01
21680.0	0.44685E-01
21700.0	0.44510E-01
21720.0	0.42425E-01
21740.0	0.44085E-01
21760.0	0.42125E-01
21780.0	0.44680E-01
21800.0	0.42145E-01
21820.0	0.39580E-01
21840.0	0.45030E-01
21860.0	0.43350E-01
21880.0	0.46110E-01
21900.0	0.42570E-01
21920.0	0.45375E-01
21940.0	0.41505E-01
21960.0	0.44930E-01
21980.0	0.40270E-01
22000.0	0.41720E-01
22020.0	0.42630E-01
22040.0	0.39275E-01
22060.0	0.39765E-01
22080.0	0.36700E-01
22100.0	0.41105E-01
22120.0	0.41455E-01
22140.0	0.43900E-01
22160.0	0.44060E-01
22180.0	0.45585E-01
22200.0	0.44085E-01
22220.0	0.43535E-01
22240.0	0.38305E-01
22260.0	0.39350E-01
22280.0	0.42015E-01
22300.0	0.38230E-01
22320.0	0.42205E-01
22340.0	0.41070E-01
22360.0	0.38305E-01
22380.0	0.39950E-01
22400.0	0.35980E-01
22420.0	0.35665E-01
22440.0	0.33670E-01
22460.0	0.38000E-01
22480.0	0.40135E-01
22500.0	0.35340E-01
22520.0	0.40405E-01
22540.0	0.34465E-01
22560.0	0.36145E-01
22580.0	0.37715E-01
22600.0	0.36560E-01
22620.0	0.41420E-01
22640.0	0.32200E-01
22660.0	0.39345E-01
22680.0	0.34695E-01
22700.0	0.32180E-01
22720.0	0.32670E-01
22740.0	0.34665E-01
22760.0	0.33435E-01
22780.0	0.31640E-01
22800.0	0.22455E-01
22820.0	0.36210E-01
22840.0	0.33500E-01
22860.0	0.32805E-01
22880.0	0.33185E-01
22900.0	0.38465E-01
22920.0	0.36415E-01
22940.0	0.34650E-01
22960.0	0.31585E-01
22980.0	0.29805E-01
23000.0	0.34735E-01
23020.0	0.28345E-01
23040.0	0.22995E-01
23060.0	0.36580E-01
23080.0	0.35295E-01
23100.0	0.30835E-01
23120.0	0.22965E-01
23140.0	0.36315E-01
23160.0	0.35995E-01
23180.0	0.23530E-01
23200.0	0.15075E-01
23220.0	0.20000E-01
23240.0	0.17455E-01
23260.0	0.21645E-01
23280.0	0.28150E-01
23300.0	0.21695E-01
23320.0	0.27700E-01
23340.0	0.30700E-01
23360.0	0.28935E-01
23380.0	0.27475E-01
23400.0	0.23045E-01
23420.0	0.29090E-01
23440.0	0.33725E-01
23460.0	0.27370E-01
23480.0	0.32590E-01
23500.0	0.28805E-01
23520.0	0.27955E-01
23540.0	0.29395E-01
23560.0	0.33075E-01
23580.0	0.28820E-01
23600.0	0.28245E-01
23620.0	0.31140E-01
23640.0	0.28395E-01
23660.0	0.22225E-01
23680.0	0.34500E-01
23700.0	0.32120E-01
23720.0	0.27970E-01
23740.0	0.32935E-01
23760.0	0.35070E-01
23780.0	0.29270E-01
23800.0	0.25680E-01
23820.0	0.24950E-01
23840.0	0.31205E-01
23860.0	0.32400E-01
23880.0	0.27130E-01
23900.0	0.30840E-01
23920.0	0.32070E-01
23940.0	0.29340E-01
23960.0	0.26630E-01
23980.0	0.30665E-01
24000.0	0.34025E-01
24020.0	0.33645E-01
24040.0	0.32540E-01
24060.0	0.28895E-01
24080.0	0.33735E-01
24100.0	0.31705E-01
24120.0	0.27045E-01
24140.0	0.30145E-01
24160.0	0.33735E-01
24180.0	0.28205E-01
24200.0	0.28525E-01
24220.0	0.29475E-01
24240.0	0.31435E-01
24260.0	0.32930E-01
24280.0	0.32545E-01
24300.0	0.31895E-01
24320.0	0.31660E-01
24340.0	0.31485E-01
24360.0	0.26290E-01
24380.0	0.22280E-01
24400.0	0.27215E-01
24420.0	0.32440E-01
24440.0	0.33000E-01
24460.0	0.32310E-01
24480.0	0.25930E-01
24500.0	0.32385E-01
24520.0	0.23625E-01
24540.0	0.30260E-01
24560.0	0.24035E-01
24580.0	0.26910E-01
24600.0	0.20965E-01
24620.0	0.32795E-01
24640.0	0.27315E-01
24660.0	0.26875E-01
24680.0	0.31645E-01
24700.0	0.24130E-01
24720.0	0.24050E-01
24740.0	0.27710E-01
24760.0	0.32515E-01
24780.0	0.25405E-01
24800.0	0.24930E-01
24820.0	0.30555E-01
24840.0	0.28210E-01
24860.0	0.29345E-01
24880.0	0.26705E-01
24900.0	0.29725E-01
24920.0	0.28075E-01
24940.0	0.29415E-01
24960.0	0.24180E-01
24980.0	0.31220E-01
25000.0	0.26470E-01
25020.0	0.25310E-01
25040.0	0.30680E-01
25060.0	0.27920E-01
25080.0	0.25875E-01
25100.0	0.22875E-01
25120.0	0.26690E-01
25140.0	0.21775E-01
25160.0	0.13315E-01
25180.0	0.60450E-02
25200.0	0.50950E-02
25220.0	0.13535E-01
25240.0	0.17600E-01
25260.0	0.21020E-01
25280.0	0.23805E-01
25300.0	0.21405E-01
25320.0	0.20050E-01
25340.0	0.17845E-01
25360.0	0.16770E-01
25380.0	0.13390E-01
25400.0	0.57650E-02
25420.0	0.34455E-02
25440.0	0.81250E-02
25460.0	0.14655E-01
25480.0	0.19360E-01
25500.0	0.16375E-01
25520.0	0.21305E-01
25540.0	0.23390E-01
25560.0	0.23325E-01
25580.0	0.24165E-01
25600.0	0.16925E-01
25620.0	0.19805E-01
25640.0	0.18465E-01
25660.0	0.21440E-01
25680.0	0.21210E-01
25700.0	0.13895E-01
25720.0	0.11995E-01
25740.0	0.15695E-01
25760.0	0.13935E-01
25780.0	0.11725E-01
25800.0	0.17940E-01
25820.0	0.87650E-02
25840.0	0.15130E-01
25860.0	0.17140E-01
25880.0	0.16925E-01
25900.0	0.71700E-02
25920.0	0.12485E-01
25940.0	0.15180E-01
25960.0	0.14080E-01
25980.0	0.17000E-01
26000.0	0.16495E-01
26020.0	0.12355E-01
26040.0	0.77750E-02
26060.0	0.11825E-01
26080.0	0.66300E-02
26100.0	0.12350E-01
26120.0	0.93950E-02
26140.0	0.10625E-01
26160.0	0.10405E-01
26180.0	0.16845E-01
26200.0	0.12195E-01
26220.0	0.15115E-01
26240.0	0.20885E-01
26260.0	0.16125E-01
26280.0	0.21950E-01
26300.0	0.18590E-01
26320.0	0.10180E-01
26340.0	0.15610E-01
26360.0	0.16370E-01
26380.0	0.14585E-01
26400.0	0.14735E-01
26420.0	0.24585E-01
26440.0	0.24715E-01
26460.0	0.21230E-01
26480.0	0.20020E-01
26500.0	0.20180E-01
26520.0	0.16015E-01
26540.0	0.13155E-01
26560.0	0.15670E-01
26580.0	0.16995E-01
26600.0	0.98400E-02
26620.0	0.23420E-01
26640.0	0.17380E-01
26660.0	0.75300E-02
26680.0	0.88850E-02
26700.0	0.10825E-01
26720.0	0.19915E-01
26740.0	0.12920E-01
26760.0	0.61150E-02
26780.0	0.11905E-01
26800.0	0.17795E-01
26820.0	0.14915E-01
26840.0	0.17700E-01
26860.0	0.99950E-02
26880.0	0.11085E-01
26900.0	0.21105E-01
26920.0	0.23525E-01
26940.0	0.16165E-01
26960.0	0.11645E-01
26980.0	0.12225E-01
27000.0	0.18255E-01
27020.0	0.18400E-01
27040.0	0.18325E-01
27060.0	0.16745E-01
27080.0	0.19445E-01
27100.0	0.15365E-01
27120.0	0.13155E-01
27140.0	0.16410E-01
27160.0	0.15535E-01
27180.0	0.15720E-01
27200.0	0.18135E-01
27220.0	0.19050E-01
27240.0	0.14780E-01
27260.0	0.16635E-01
27280.0	0.17835E-01
27300.0	0.18115E-01
27320.0	0.19285E-01
27340.0	0.19625E-01
27360.0	0.19710E-01
27380.0	0.15505E-01
27400.0	0.10375E-01
27420.0	0.12970E-01
27440.0	0.12955E-01
27460.0	0.17280E-01
27480.0	0.15435E-01
27500.0	0.12985E-01
27520.0	0.11335E-01
27540.0	0.11105E-01
27560.0	0.20020E-01
27580.0	0.15935E-01
27600.0	0.14630E-01
27620.0	0.68650E-02
27640.0	0.15745E-01
27660.0	0.16490E-01
27680.0	0.13360E-01
27700.0	0.92650E-02
27720.0	0.13520E-01
27740.0	0.11990E-01
27760.0	0.16570E-01
27780.0	0.17480E-01
27800.0	0.14205E-01
27820.0	0.15565E-01
27840.0	0.14095E-01
27860.0	0.92400E-02
27880.0	0.50550E-02
27900.0	0.95900E-02
27920.0	0.69000E-02
27940.0	0.11405E-01
27960.0	0.12445E-01
27980.0	0.10520E-01
28000.0	0.73700E-02
28020.0	0.12035E-01
28040.0	0.76950E-02
28060.0	0.15800E-01
28080.0	0.13980E-01
28100.0	0.14195E-01
28120.0	0.13750E-01
28140.0	0.13435E-01
28160.0	0.16650E-01
28180.0	0.13645E-01
28200.0	0.16765E-01
28220.0	0.14920E-01
28240.0	0.16665E-01
28260.0	0.12040E-01
28280.0	0.15345E-01
28300.0	0.13450E-01
28320.0	0.15305E-01
28340.0	0.12045E-01
28360.0	0.94650E-02
28380.0	0.11995E-01
28400.0	0.14960E-01
28420.0	0.16040E-01
28440.0	0.11755E-01
28460.0	0.11250E-01
28480.0	0.13975E-01
28500.0	0.13975E-01
28520.0	0.14860E-01
28540.0	0.16475E-01
28560.0	0.15515E-01
28580.0	0.11120E-01
28600.0	0.12120E-01
28620.0	0.12185E-01
28640.0	0.10075E-01
28660.0	0.16405E-01
28680.0	0.15660E-01
28700.0	0.14035E-01
28720.0	0.15680E-01
28740.0	0.13330E-01
28760.0	0.65000E-02
28780.0	0.12400E-01
28800.0	0.15145E-01
28820.0	0.12945E-01
28840.0	0.10370E-01
28860.0	0.14410E-01
28880.0	0.11645E-01
28900.0	0.11060E-01
28920.0	0.16475E-01
28940.0	0.13145E-01
28960.0	0.10920E-01
28980.0	0.14160E-01
29000.0	0.12090E-01
29020.0	0.10100E-01
29040.0	0.81950E-02
29060.0	0.65750E-02
29080.0	0.11450E-01
29100.0	0.12170E-01
29120.0	0.98200E-02
29140.0	0.11885E-01
29160.0	0.11375E-01
29180.0	0.85400E-02
29200.0	0.77800E-02
29220.0	0.10740E-01
29240.0	0.13025E-01
29260.0	0.93850E-02
29280.0	0.74550E-02
29300.0	0.99350E-02
29320.0	0.96700E-02
29340.0	0.96050E-02
29360.0	0.10670E-01
29380.0	0.92900E-02
29400.0	0.13585E-01
29420.0	0.11855E-01
29440.0	0.11195E-01
29460.0	0.68450E-02
29480.0	0.97250E-02
29500.0	0.10350E-01
29520.0	0.10950E-01
29540.0	0.99000E-02
29560.0	0.99400E-02
29580.0	0.71550E-02
29600.0	0.12490E-01
29620.0	0.10565E-01
29640.0	0.70600E-02
29660.0	0.56150E-02
29680.0	0.78600E-02
29700.0	0.10195E-01
29720.0	0.10625E-01
29740.0	0.46500E-02
29760.0	0.40910E-02
29780.0	0.12035E-01
29800.0	0.11445E-01
29820.0	0.12390E-01
29840.0	0.87700E-02
29860.0	0.10815E-01
29880.0	0.11685E-01
29900.0	0.11460E-01
29920.0	0.10895E-01
29940.0	0.11070E-01
29960.0	0.83950E-02
29980.0	0.11820E-01
30000.0	0.11780E-01
30020.0	0.10115E-01
30040.0	0.10970E-01
30060.0	0.13755E-01
30080.0	0.92800E-02
30100.0	0.11040E-01
30120.0	0.12235E-01
30140.0	0.12195E-01
30160.0	0.79700E-02
30180.0	0.10340E-01
30200.0	0.11070E-01
30220.0	0.98700E-02
30240.0	0.80000E-02
30260.0	0.11415E-01
30280.0	0.12980E-01
30300.0	0.12690E-01
30320.0	0.10200E-01
30340.0	0.12525E-01
30360.0	0.12920E-01
30380.0	0.12660E-01
30400.0	0.10400E-01
30420.0	0.91400E-02
30440.0	0.10000E-01
30460.0	0.97850E-02
30480.0	0.99000E-02
30500.0	0.10460E-01
30520.0	0.11685E-01
30540.0	0.13105E-01
30560.0	0.99250E-02
30580.0	0.11140E-01
30600.0	0.12240E-01
30620.0	0.11050E-01
30640.0	0.12935E-01
30660.0	0.97900E-02
30680.0	0.12125E-01
30700.0	0.12200E-01
30720.0	0.93500E-02
30740.0	0.93850E-02
30760.0	0.86650E-02
30780.0	0.70900E-02
30800.0	0.12655E-01
30820.0	0.82350E-02
30840.0	0.94450E-02
30860.0	0.61850E-02
30880.0	0.74100E-02
30900.0	0.62500E-02
30920.0	0.77950E-02
30940.0	0.74050E-02
30960.0	0.52750E-02
30980.0	0.44040E-02
31000.0	0.80800E-02
31020.0	0.68300E-02
31040.0	0.82000E-02
31060.0	0.95100E-02
31080.0	0.82200E-02
31100.0	0.55450E-02
31120.0	0.64200E-02
31140.0	0.60100E-02
31160.0	0.99700E-02
31180.0	0.95300E-02
31200.0	0.10595E-01
31220.0	0.80500E-02
31240.0	0.69550E-02
31260.0	0.10740E-01
31280.0	0.72100E-02
31300.0	0.61550E-02
31320.0	0.48830E-02
31340.0	0.11750E-01
31360.0	0.81000E-02
31380.0	0.64350E-02
31400.0	0.54800E-02
31420.0	0.50950E-02
31440.0	0.54050E-02
31460.0	0.10365E-01
31480.0	0.10125E-01
31500.0	0.96450E-02
31520.0	0.11120E-01
31540.0	0.76500E-02
31560.0	0.69850E-02
31580.0	0.56050E-02
31600.0	0.80750E-02
31620.0	0.43935E-02
31640.0	0.48095E-02
31660.0	0.48500E-02
31680.0	0.84600E-02
31700.0	0.99150E-02
31720.0	0.82450E-02
31740.0	0.98350E-02
31760.0	0.60200E-02
31780.0	0.66300E-02
31800.0	0.31085E-02
31820.0	0.91050E-02
31840.0	0.80950E-02
31860.0	0.10040E-01
31880.0	0.80500E-02
31900.0	0.61100E-02
31920.0	0.74150E-02
31940.0	0.78650E-02
31960.0	0.79550E-02
31980.0	0.70800E-02
32000.0	0.81850E-02
32020.0	0.61400E-02
32040.0	0.62450E-02
32060.0	0.63400E-02
32080.0	0.85500E-02
32100.0	0.82100E-02
32120.0	0.11270E-01
32140.0	0.91000E-02
32160.0	0.10375E-01
32180.0	0.89650E-02
32200.0	0.73400E-02
32220.0	0.73450E-02
32240.0	0.22130E-02
32260.0	0.51550E-02
32280.0	0.50800E-02
32300.0	0.76300E-02
32320.0	0.35935E-02
32340.0	0.52700E-02
32360.0	0.71600E-02
32380.0	0.55800E-02
32400.0	0.93850E-02
32420.0	0.65250E-02
32440.0	0.54000E-02
32460.0	0.86450E-02
32480.0	0.60950E-02
32500.0	0.57600E-02
32520.0	0.81950E-02
32540.0	0.62950E-02
32560.0	0.75600E-02
32580.0	0.62850E-02
32600.0	0.46985E-02
32620.0	0.54750E-02
32640.0	0.70800E-02
32660.0	0.71850E-02
32680.0	0.36025E-02
32700.0	0.38980E-02
32720.0	0.68450E-02
32740.0	0.67400E-02
32760.0	0.79200E-02
32780.0	0.73750E-02
32800.0	0.37410E-02
32820.0	0.77100E-02
32840.0	0.73800E-02
32860.0	0.45295E-02
32880.0	0.60150E-02
32900.0	0.53100E-02
32920.0	0.54350E-02
32940.0	0.73650E-02
32960.0	0.82950E-02
32980.0	0.54300E-02
33000.0	0.60600E-02
33020.0	0.78050E-02
33040.0	0.35040E-02
33060.0	0.58200E-02
33080.0	0.38945E-02
33100.0	0.21010E-02
33120.0	0.30715E-02
33140.0	0.49970E-02
33160.0	0.54900E-02
33180.0	0.52450E-02
33200.0	0.54150E-02
33220.0	0.38195E-02
33240.0	0.30490E-02
33260.0	0.54150E-02
33280.0	0.38845E-02
33300.0	0.29085E-02
33320.0	0.22415E-02
33340.0	0.54250E-02
33360.0	0.59600E-02
33380.0	0.30095E-02
33400.0	0.50650E-02
33420.0	0.60100E-02
33440.0	0.59100E-02
33460.0	0.42550E-02
33480.0	0.34850E-02
33500.0	0.22260E-02
33520.0	0.36740E-02
33540.0	0.47420E-02
33560.0	0.58450E-02
33580.0	0.73950E-02
33600.0	0.60050E-02
33620.0	0.33455E-02
33640.0	0.52750E-02
33660.0	0.27200E-02
33680.0	0.49745E-02
33700.0	0.24550E-02
33720.0	0.42840E-02
33740.0	0.65400E-02
33760.0	0.53650E-02
33780.0	0.59450E-02
33800.0	0.48790E-02
33820.0	0.59100E-02
33840.0	0.33520E-02
33860.0	0.70200E-02
33880.0	0.53050E-02
33900.0	0.31375E-02
33920.0	0.39135E-02
33940.0	0.60200E-02
33960.0	0.48450E-02
33980.0	0.45325E-02
34000.0	0.53250E-02
34020.0	0.38940E-02
34040.0	0.26715E-02
34060.0	0.67500E-02
34080.0	0.51750E-02
34100.0	0.63350E-02
34120.0	0.56650E-02
34140.0	0.37375E-02
34160.0	0.39715E-02
34180.0	0.47400E-02
34200.0	0.47315E-02
34220.0	0.55250E-02
34240.0	0.52200E-02
34260.0	0.48080E-02
34280.0	0.52450E-02
34300.0	0.52450E-02
34320.0	0.61250E-02
34340.0	0.54550E-02
34360.0	0.51600E-02
34380.0	0.57050E-02
34400.0	0.52550E-02
34420.0	0.66150E-02
34440.0	0.56350E-02
34460.0	0.60500E-02
34480.0	0.56050E-02
34500.0	0.49545E-02
34520.0	0.52300E-02
34540.0	0.39240E-02
34560.0	0.36860E-02
34580.0	0.38150E-02
34600.0	0.35625E-02
34620.0	0.36920E-02
34640.0	0.38435E-02
34660.0	0.33415E-02
34680.0	0.18340E-02
34700.0	0.12040E-02
34720.0	0.22310E-02
34740.0	0.36110E-02
34760.0	0.27710E-02
34780.0	0.33100E-02
34800.0	0.39455E-02
34820.0	0.42000E-02
34840.0	0.26645E-02
34860.0	0.28970E-02
34880.0	0.32895E-02
34900.0	0.33550E-02
34920.0	0.29810E-02
34940.0	0.30250E-02
34960.0	0.29025E-02
34980.0	0.19665E-02
35000.0	0.15175E-02
35020.0	0.10935E-02
35040.0	0.54100E-03
35060.0	0.50150E-03
35080.0	0.99800E-03
35100.0	0.14570E-02
35120.0	0.19590E-02
35140.0	0.28030E-02
35160.0	0.18600E-02
35180.0	0.29970E-02
35200.0	0.26110E-02
35220.0	0.29910E-02
35240.0	0.31070E-02
35260.0	0.20595E-02
35280.0	0.35140E-02
35300.0	0.29315E-02
35320.0	0.31075E-02
35340.0	0.28890E-02
35360.0	0.26215E-02
35380.0	0.23325E-02
35400.0	0.28755E-02
35420.0	0.25710E-02
35440.0	0.24845E-02
35460.0	0.24875E-02
35480.0	0.21725E-02
35500.0	0.20265E-02
35520.0	0.22505E-02
35540.0	0.13950E-02
35560.0	0.13955E-02
35580.0	0.14175E-02
35600.0	0.12050E-02
35620.0	0.89500E-03
35640.0	0.68850E-03
35660.0	0.62150E-03
35680.0	0.57950E-03
35700.0	0.62850E-03
35720.0	0.60900E-03
35740.0	0.46660E-03
35760.0	0.87550E-03
35780.0	0.45640E-03
35800.0	0.68150E-03
35820.0	0.83850E-03
35840.0	0.10585E-02
35860.0	0.11250E-02
35880.0	0.14835E-02
35900.0	0.14805E-02
35920.0	0.12965E-02
35940.0	0.14095E-02
35960.0	0.13185E-02
35980.0	0.13045E-02
36000.0	0.18170E-02
36020.0	0.20970E-02
36040.0	0.25120E-02
36060.0	0.20055E-02
36080.0	0.25810E-02
36100.0	0.17025E-02
36120.0	0.20795E-02
36140.0	0.21020E-02
36160.0	0.24650E-02
36180.0	0.18800E-02
36200.0	0.17135E-02
36220.0	0.20650E-02
36240.0	0.27915E-02
36260.0	0.10875E-02
36280.0	0.81700E-03
36300.0	0.13545E-02
36320.0	0.19845E-02
36340.0	0.12845E-02
36360.0	0.59000E-03
36380.0	0.12540E-02
36400.0	0.69100E-03
36420.0	0.14535E-02
36440.0	0.73200E-03
36460.0	0.99900E-03
36480.0	0.11215E-02
36500.0	0.10965E-02
36520.0	0.96800E-03
36540.0	0.15895E-02
36560.0	0.15740E-02
36580.0	0.17070E-02
36600.0	0.18960E-02
36620.0	0.28325E-02
36640.0	0.18305E-02
36660.0	0.14900E-02
36680.0	0.15240E-02
36700.0	0.12990E-02
36720.0	0.17110E-02
36740.0	0.10935E-02
36760.0	0.81450E-03
36780.0	0.14275E-02
36800.0	0.22045E-02
36820.0	0.14175E-02
36840.0	0.19720E-02
36860.0	0.21640E-02
36880.0	0.20270E-02
36900.0	0.19165E-02
36920.0	0.22155E-02
36940.0	0.17775E-02
36960.0	0.29240E-02
36980.0	0.21870E-02
37000.0	0.18095E-02
37020.0	0.27490E-02
37040.0	0.16665E-02
37060.0	0.18435E-02
37080.0	0.14670E-02
37100.0	0.18650E-02
37120.0	0.19325E-02
37140.0	0.20565E-02
37160.0	0.15810E-02
37180.0	0.17380E-02
37200.0	0.19315E-02
37220.0	0.22420E-02
37240.0	0.15950E-02
37260.0	0.20680E-02
37280.0	0.20545E-02
37300.0	0.18240E-02
37320.0	0.13970E-02
37340.0	0.17965E-02
37360.0	0.24335E-02
37380.0	0.26320E-02
37400.0	0.13170E-02
37420.0	0.21740E-02
37440.0	0.16295E-02
37460.0	0.18465E-02
37480.0	0.19505E-02
37500.0	0.17825E-02
37520.0	0.18880E-02
37540.0	0.17140E-02
37560.0	0.16800E-02
37580.0	0.22070E-02
37600.0	0.18020E-02
37620.0	0.22465E-02
37640.0	0.20660E-02
37660.0	0.25445E-02
37680.0	0.17645E-02
37700.0	0.15910E-02
37720.0	0.16325E-02
37740.0	0.12365E-02
37760.0	0.16055E-02
37780.0	0.16825E-02
37800.0	0.18805E-02
37820.0	0.26810E-02
37840.0	0.19860E-02
37860.0	0.16775E-02
37880.0	0.21205E-02
37900.0	0.20425E-02
37920.0	0.14465E-02
37940.0	0.12470E-02
37960.0	0.99800E-03
37980.0	0.53050E-03
38000.0	0.44220E-03
38020.0	0.73900E-03
38040.0	0.55550E-03
38060.0	0.74700E-03
38080.0	0.63750E-03
38100.0	0.10120E-02
38120.0	0.99500E-03
38140.0	0.73050E-03
38160.0	0.10065E-02
38180.0	0.60700E-03
38200.0	0.66700E-03
38220.0	0.89450E-03
38240.0	0.47895E-03
38260.0	0.50800E-03
38280.0	0.37200E-03
38300.0	0.73650E-03
38320.0	0.69850E-03
38340.0	0.43040E-03
38360.0	0.43035E-03
38380.0	0.82550E-03
38400.0	0.83750E-03
38420.0	0.90400E-03
38440.0	0.56850E-03
38460.0	0.25790E-03
38480.0	0.37275E-03
38500.0	0.73150E-03
38520.0	0.86650E-03
38540.0	0.47475E-03
38560.0	0.92800E-03
38580.0	0.66700E-03
38600.0	0.13620E-02
38620.0	0.88000E-03
38640.0	0.83350E-03
38660.0	0.36345E-03
38680.0	0.69900E-03
38700.0	0.89550E-03
38720.0	0.13315E-02
38740.0	0.11190E-02
38760.0	0.10025E-02
38780.0	0.84850E-03
38800.0	0.52150E-03
38820.0	0.57400E-03
38840.0	0.10185E-02
38860.0	0.93700E-03
38880.0	0.82450E-03
38900.0	0.98200E-03
38920.0	0.79600E-03
38940.0	0.75400E-03
38960.0	0.89900E-03
38980.0	0.60050E-03
39000.0	0.40885E-03
39020.0	0.43925E-03
39040.0	0.64550E-03
39060.0	0.70800E-03
39080.0	0.58050E-03
39100.0	0.47415E-03
39120.0	0.50050E-03
39140.0	0.67500E-03
39160.0	0.45785E-03
39180.0	0.62550E-03
39200.0	0.39145E-03
39220.0	0.30995E-03
39240.0	0.41030E-03
39260.0	0.30490E-03
39280.0	0.40490E-03
39300.0	0.45185E-03
39320.0	0.36755E-03
39340.0	0.34255E-03
39360.0	0.44515E-03
39380.0	0.33415E-03
39400.0	0.34520E-03
39420.0	0.28050E-03
39440.0	0.36335E-03
39460.0	0.32525E-03
39480.0	0.39870E-03
39500.0	0.39485E-03
39520.0	0.23030E-03
39540.0	0.21110E-03
39560.0	0.26640E-03
39580.0	0.30015E-03
39600.0	0.22990E-03
39620.0	0.22055E-03
39640.0	0.29370E-03
39660.0	0.33830E-03
39680.0	0.21240E-03
39700.0	0.26935E-03
39720.0	0.23965E-03
39740.0	0.26335E-03
39760.0	0.23520E-03
39780.0	0.36605E-03
39800.0	0.37470E-03
39820.0	0.34650E-03
39840.0	0.46820E-03
39860.0	0.38570E-03
39880.0	0.21845E-03
39900.0	0.36365E-03
39920.0	0.50950E-03
39940.0	0.39845E-03
39960.0	0.32290E-03
39980.0	0.38445E-03
40000.0	0.44230E-03
40020.0	0.45940E-03
40040.0	0.38985E-03
40060.0	0.49950E-03
40080.0	0.37735E-03
40100.0	0.32535E-03
40120.0	0.23030E-03
40140.0	0.16150E-03
40160.0	0.22105E-03
40180.0	0.20075E-03
40200.0	0.31860E-03
40220.0	0.35825E-03
40240.0	0.22975E-03
40260.0	0.16400E-03
40280.0	0.32535E-03
40300.0	0.38385E-03
40320.0	0.24820E-03
40340.0	0.31855E-03
40360.0	0.35140E-03
40380.0	0.43440E-03
40400.0	0.41730E-03
40420.0	0.28355E-03
40440.0	0.33155E-03
40460.0	0.36245E-03
40480.0	0.35340E-03
40500.0	0.34970E-03
40520.0	0.31915E-03
40540.0	0.31005E-03
40560.0	0.30055E-03
40580.0	0.27910E-03
40600.0	0.21630E-03
40620.0	0.28875E-03
40640.0	0.34235E-03
40660.0	0.32200E-03
40680.0	0.33345E-03
40700.0	0.27225E-03
40720.0	0.33265E-03
40740.0	0.28875E-03
40760.0	0.27035E-03
40780.0	0.28160E-03
40800.0	0.31470E-03
40820.0	0.34920E-03
40840.0	0.27980E-03
40860.0	0.38290E-03
40880.0	0.41640E-03
40900.0	0.36990E-03
40920.0	0.39885E-03
40940.0	0.51250E-03
40960.0	0.43710E-03
40980.0	0.31075E-03
41000.0	0.39835E-03
41020.0	0.42690E-03
